ID,context_id,context_length,context_title,context,question,answer,start position,question type,classification
306,38,1809,Kontrol diri (self-control),"Di masa perang Khandaq, umat Islam pernah ditantang duel Amr bin Abd Wad al-Amiri, salah satu pembesar musyrikin Quraisy yangsangat ditakuti. Rasulullah bertanya kepada para sahabat tentang siapa yang akan memenuhi tantangan ini. Para sahabat terlihat gentar. Nyali mereka menciut. Dalam situasi ini Ali bin Abi Thalib maju, menyanggupi ajakan duel Amr bin Abd Wad. Melihat Ali yang masih terlalu muda, Rasulullah lantas mengulangi tawarannya kepada para sahabat. Hingga tiga kali, memang hanya Ali yang menyatakan berani melawan jawara Quraisy itu. Amr bin Abd Wad menanggapinya dengan tertawa mengejek. Namun faktanya, selama perkelahian nasib mujur tetap ada di tangan Ali. Usai paha kekarnya disabet pedang, Amr bin Abd Wad pun tumbang ke tanah. Kemenagan Ali sudah di depan mata. Hanya dengan sedikit gerakan saja, nyawa musuh dipastikan melayang. Dalam situasi terpojok Amr bin Abd Wad masih menyempatkan diri membrontak. Tiba-tiba ia meludahi wajah sepupu Rasulullah itu. Menaggapi hinaan ini, Ali justru kian pasif. Ali menyingkir dan mengurungkan niat membunuh hingga beberapa saat. ""Saat dia meludahi wajahku, aku marah. Aku tidak ingin membunuhnya lantaran amarahku. Aku tunggu sampai lenyap kemarahanku dan membunuhnya semata karena Allah SWT,"" kata Ali menjawab kegelisahan sebagian sahabat atas sikapnya. Meskipun Amr bin Abd Wad akhirnya gugur di tangan Ali, proses peperangan ini memberikan beberapa pelajaran. Perjuangan dan pembelaan Islam harus didasarkan pada ketulusan iman, bukan kebencian dan kemarahan. Sahabat Rasulullah yang kelak menjadi khalifah keempat ini juga menjernihkan bahwa spirit ketuhanan adalah satu-satunya landasan, mengalahan nafsu keinginan di balik ego pribadi dan golongan. Hal ini merupakan teladan nyata betapa Ali bin Abi Thalib pandai dalam mengontrol dirinya.",Siapa yang meludahi wajah Ali bin Abi Thalib saat perkelahian?,Amr bin Abd Wad,876,who,B
307,38,1809,Kontrol diri (self-control),"Di masa perang Khandaq, umat Islam pernah ditantang duel Amr bin Abd Wad al-Amiri, salah satu pembesar musyrikin Quraisy yangsangat ditakuti. Rasulullah bertanya kepada para sahabat tentang siapa yang akan memenuhi tantangan ini. Para sahabat terlihat gentar. Nyali mereka menciut. Dalam situasi ini Ali bin Abi Thalib maju, menyanggupi ajakan duel Amr bin Abd Wad. Melihat Ali yang masih terlalu muda, Rasulullah lantas mengulangi tawarannya kepada para sahabat. Hingga tiga kali, memang hanya Ali yang menyatakan berani melawan jawara Quraisy itu. Amr bin Abd Wad menanggapinya dengan tertawa mengejek. Namun faktanya, selama perkelahian nasib mujur tetap ada di tangan Ali. Usai paha kekarnya disabet pedang, Amr bin Abd Wad pun tumbang ke tanah. Kemenagan Ali sudah di depan mata. Hanya dengan sedikit gerakan saja, nyawa musuh dipastikan melayang. Dalam situasi terpojok Amr bin Abd Wad masih menyempatkan diri membrontak. Tiba-tiba ia meludahi wajah sepupu Rasulullah itu. Menaggapi hinaan ini, Ali justru kian pasif. Ali menyingkir dan mengurungkan niat membunuh hingga beberapa saat. ""Saat dia meludahi wajahku, aku marah. Aku tidak ingin membunuhnya lantaran amarahku. Aku tunggu sampai lenyap kemarahanku dan membunuhnya semata karena Allah SWT,"" kata Ali menjawab kegelisahan sebagian sahabat atas sikapnya. Meskipun Amr bin Abd Wad akhirnya gugur di tangan Ali, proses peperangan ini memberikan beberapa pelajaran. Perjuangan dan pembelaan Islam harus didasarkan pada ketulusan iman, bukan kebencian dan kemarahan. Sahabat Rasulullah yang kelak menjadi khalifah keempat ini juga menjernihkan bahwa spirit ketuhanan adalah satu-satunya landasan, mengalahan nafsu keinginan di balik ego pribadi dan golongan. Hal ini merupakan teladan nyata betapa Ali bin Abi Thalib pandai dalam mengontrol dirinya.",Siapa yang mengurungkan niat membunuh Amr bin Abd Wad al-Amiri setelah Amr meludahi wajahnya?,Ali,1024,who,B
308,38,1809,Kontrol diri (self-control),"Di masa perang Khandaq, umat Islam pernah ditantang duel Amr bin Abd Wad al-Amiri, salah satu pembesar musyrikin Quraisy yangsangat ditakuti. Rasulullah bertanya kepada para sahabat tentang siapa yang akan memenuhi tantangan ini. Para sahabat terlihat gentar. Nyali mereka menciut. Dalam situasi ini Ali bin Abi Thalib maju, menyanggupi ajakan duel Amr bin Abd Wad. Melihat Ali yang masih terlalu muda, Rasulullah lantas mengulangi tawarannya kepada para sahabat. Hingga tiga kali, memang hanya Ali yang menyatakan berani melawan jawara Quraisy itu. Amr bin Abd Wad menanggapinya dengan tertawa mengejek. Namun faktanya, selama perkelahian nasib mujur tetap ada di tangan Ali. Usai paha kekarnya disabet pedang, Amr bin Abd Wad pun tumbang ke tanah. Kemenagan Ali sudah di depan mata. Hanya dengan sedikit gerakan saja, nyawa musuh dipastikan melayang. Dalam situasi terpojok Amr bin Abd Wad masih menyempatkan diri membrontak. Tiba-tiba ia meludahi wajah sepupu Rasulullah itu. Menaggapi hinaan ini, Ali justru kian pasif. Ali menyingkir dan mengurungkan niat membunuh hingga beberapa saat. ""Saat dia meludahi wajahku, aku marah. Aku tidak ingin membunuhnya lantaran amarahku. Aku tunggu sampai lenyap kemarahanku dan membunuhnya semata karena Allah SWT,"" kata Ali menjawab kegelisahan sebagian sahabat atas sikapnya. Meskipun Amr bin Abd Wad akhirnya gugur di tangan Ali, proses peperangan ini memberikan beberapa pelajaran. Perjuangan dan pembelaan Islam harus didasarkan pada ketulusan iman, bukan kebencian dan kemarahan. Sahabat Rasulullah yang kelak menjadi khalifah keempat ini juga menjernihkan bahwa spirit ketuhanan adalah satu-satunya landasan, mengalahan nafsu keinginan di balik ego pribadi dan golongan. Hal ini merupakan teladan nyata betapa Ali bin Abi Thalib pandai dalam mengontrol dirinya.","Siapa yang menjelaskan bahwa perjuangan dan pembelaan Islam harus didasarkan pada ketulusan iman, bukan kebencian dan kemarahan setelah proses peperangan Khandaq?",Ali bin Abi Thalib,1758,who,B
309,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Apa yang menjadi poin penting dalam karakter peserta didik?,Kerja sama,0,what,B
310,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Apa yang dapat diperoleh dari kisah Rasulullah dalam membangun parit di Madinah?,pendidikan karakter berupa kerja sama,124,what,C
311,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Siapa yang datang ke Makkah untuk memprovokasi Quraisy agar menyerang Rasulullah?,pimpinan Yahudi dan pemuka Bani an-Nadhir,427,who,C
312,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Apa yang dilakukan pasukan gabungan yang terdiri dari suku Ghathafan dan Quraisy?,menyerang Rasulullah di Madinah,641,what,B
313,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Apa yang dilakukan Rasulullah setelah mendengar berita tentang serangan pasukan gabungan?,bermusyawarah dengan para sahabat,758,what,B
314,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Berapa banyak orang yang diajak oleh Rasulullah untuk membuat parit?,seribuan orang,1114,how many,B
315,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Siapa yang mengusulkan strategi membangun parit di sebelah utara Kota Madinah?,Salman al-Farisi,810,who,B
316,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Siapa yang mengajak seribuan orang untuk membuat parit di sebelah utara Kota Madinah?,Rasulullah,1087,who,B
317,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Dimana pasukan gabungan sepuluh ribu orang akan menyerang Rasulullah?,Utara Kota Madinah,1016,where,B
318,39,1149,Kerja sama (cooperation) (1),"Kerja sama menjadi poin penting salah satu karakter yang harus dimiliki peserta didik. Maka dari itu kita dapat mendapatkan pendidikan karakter berupa kerja sama melalui kisah Rasulullah dalam membangun parit di Madinah. Meski telah berubah, tempat tersebut dahulu menjadi saksi umat Islam Madinah bertahan dalam pertempuran besar, yaitu Perang Ahzab. Serangan itu bermula dari kedatangan 20 orang Yahudi ke Makkah. Kedatangan pimpinan Yahudi dan pemuka Bani an-Nadhir itu bertujuan untuk memprovokasi Quraisy agar menyerang Rasulullah. Pemimpin Yahudi juga memprovokasi suku Ghathafan. Pasukan gabungan sebanyak sepuluh ribu orang itu akan menyerang Rasulullah di Madinah. Akan tetapi, berita serangan itu sampai di telinga Rasulullah, sehingga Rasullullah bermusyawarah dengan para sahabat. Dalam rapat itu, Salman al-Farisi menjadi bintang. Dia mengusulkan kepada Nabi Muhammad untuk membangun parit di sebelah utara Kota Madinah untuk menghalau musuh. Strategi yang baru dikenal itu segera disetujui Rasulullah. Utara Kota Madinah merupakan satu-satunya pintu masuk pasukan Quraisy. Rasulullah segera mengajak seribuan orang untuk membuat parit.",Dimana lokasi parit yang dibangun untuk menghalau pasukan Quraisy?,utara Kota Madinah,914,where,B
319,40,1107,Kerja sama (cooperation) (2),"Dalam Hadis Bukhari disebutkan, Rasulullah pun ikut turun menggali parit itu. Bekerja sama bersama para sahabat yang lain. Para sahabat pernah mengadukan sulitnya memecah batu saat penggalian parit besar tersebut. Rasulullah yang mendengar kesulitan itu segera berdoa. ""Bismillah,"" ujar Rasulullah.Rasulullah menghantamkan palunya. Usai memukulkan palunya, dia kembali bertakbir seraya berdoa menaklukkan Syam. Pada pukulan kedua Rasulullah kembali berdoa. Dia pun mengiringinya dengan harapan menaklukkan Persia. Sedangkan pada pukulan ketiga, Rasulullah berharap dapat diberi kunci kerajaan Yaman. Parit tersebut tercatat dapat terselesaikan hanya selama lima sampai enam hari saja. Hal ini dapat terjadi karena adanya kerja sama yang baik antara Rasulullah dan para sahabat. Pembangunan parit tersebut tidak akan berhasil jika tidak dilakukan dengan cara kerja sama. Manusia sebagai makhluk sosial pastinya membutuhkan orang lain dalam melakukan aktifitasnya dalam kehidupan sosial. Termasuk pula dalam pembangunan parit zaman Rasulullah sebagi salah satu stratei perang, diperlukan kerja sama yang baik.",Siapa yang turun ikut menggali parit bersama para sahabat?,Rasulullah,32,who,B
320,40,1107,Kerja sama (cooperation) (2),"Dalam Hadis Bukhari disebutkan, Rasulullah pun ikut turun menggali parit itu. Bekerja sama bersama para sahabat yang lain. Para sahabat pernah mengadukan sulitnya memecah batu saat penggalian parit besar tersebut. Rasulullah yang mendengar kesulitan itu segera berdoa. ""Bismillah,"" ujar Rasulullah.Rasulullah menghantamkan palunya. Usai memukulkan palunya, dia kembali bertakbir seraya berdoa menaklukkan Syam. Pada pukulan kedua Rasulullah kembali berdoa. Dia pun mengiringinya dengan harapan menaklukkan Persia. Sedangkan pada pukulan ketiga, Rasulullah berharap dapat diberi kunci kerajaan Yaman. Parit tersebut tercatat dapat terselesaikan hanya selama lima sampai enam hari saja. Hal ini dapat terjadi karena adanya kerja sama yang baik antara Rasulullah dan para sahabat. Pembangunan parit tersebut tidak akan berhasil jika tidak dilakukan dengan cara kerja sama. Manusia sebagai makhluk sosial pastinya membutuhkan orang lain dalam melakukan aktifitasnya dalam kehidupan sosial. Termasuk pula dalam pembangunan parit zaman Rasulullah sebagi salah satu stratei perang, diperlukan kerja sama yang baik.",Apa yang dilakukan Rasulullah setelah mendengar keluhan para sahabat tentang sulitnya memecah batu?,berdoa,261,what,B
321,40,1107,Kerja sama (cooperation) (2),"Dalam Hadis Bukhari disebutkan, Rasulullah pun ikut turun menggali parit itu. Bekerja sama bersama para sahabat yang lain. Para sahabat pernah mengadukan sulitnya memecah batu saat penggalian parit besar tersebut. Rasulullah yang mendengar kesulitan itu segera berdoa. ""Bismillah,"" ujar Rasulullah.Rasulullah menghantamkan palunya. Usai memukulkan palunya, dia kembali bertakbir seraya berdoa menaklukkan Syam. Pada pukulan kedua Rasulullah kembali berdoa. Dia pun mengiringinya dengan harapan menaklukkan Persia. Sedangkan pada pukulan ketiga, Rasulullah berharap dapat diberi kunci kerajaan Yaman. Parit tersebut tercatat dapat terselesaikan hanya selama lima sampai enam hari saja. Hal ini dapat terjadi karena adanya kerja sama yang baik antara Rasulullah dan para sahabat. Pembangunan parit tersebut tidak akan berhasil jika tidak dilakukan dengan cara kerja sama. Manusia sebagai makhluk sosial pastinya membutuhkan orang lain dalam melakukan aktifitasnya dalam kehidupan sosial. Termasuk pula dalam pembangunan parit zaman Rasulullah sebagi salah satu stratei perang, diperlukan kerja sama yang baik.",Berapa hari waktu yang dibutuhkan untuk menyelesaikan pembangunan parit?,lima sampai enam hari,657,how many,B
322,40,1107,Kerja sama (cooperation) (2),"Dalam Hadis Bukhari disebutkan, Rasulullah pun ikut turun menggali parit itu. Bekerja sama bersama para sahabat yang lain. Para sahabat pernah mengadukan sulitnya memecah batu saat penggalian parit besar tersebut. Rasulullah yang mendengar kesulitan itu segera berdoa. ""Bismillah,"" ujar Rasulullah.Rasulullah menghantamkan palunya. Usai memukulkan palunya, dia kembali bertakbir seraya berdoa menaklukkan Syam. Pada pukulan kedua Rasulullah kembali berdoa. Dia pun mengiringinya dengan harapan menaklukkan Persia. Sedangkan pada pukulan ketiga, Rasulullah berharap dapat diberi kunci kerajaan Yaman. Parit tersebut tercatat dapat terselesaikan hanya selama lima sampai enam hari saja. Hal ini dapat terjadi karena adanya kerja sama yang baik antara Rasulullah dan para sahabat. Pembangunan parit tersebut tidak akan berhasil jika tidak dilakukan dengan cara kerja sama. Manusia sebagai makhluk sosial pastinya membutuhkan orang lain dalam melakukan aktifitasnya dalam kehidupan sosial. Termasuk pula dalam pembangunan parit zaman Rasulullah sebagi salah satu stratei perang, diperlukan kerja sama yang baik.",Apa yang diperlukan dalam pembangunan parit zaman Rasulullah sebagai salah satu strategi perang?,kerja sama yang baik,1086,what,B
323,41,1629,Kerja keras (deligence or hard work),"Rasulullah menjadi teladan dalam berbagai hal salah satunya kerja keras. Perjuangan Rasulullah dalam berdakwah mengalami banyak halangan dan rintangan, namun berkat kerja kerasnya Rasulullah mampu membangun sebuah peradaban di Madinah. Keberhasilan Rasulullah dalam membangun peradaban tidak luput dari kerja kerasnya mendakwahkan Islam hingga dihina dan tersiksa. Seperti yang Rasulullah alami ketika berdakwah kepada kaum Thaif. Rasulullah dihinakan dan disiksa, hingga tubuhnya yang mulia jatuh terjerembab dan terluka. Namun Rasulullah tidak pernah patah semangat. Rasulullah tetap bekerja keras untuk mendakwahkan Islam.Cara selanjutnya yang ditempuh Rasulullah yaitu dengan berhijrah. Sebelum peristiwa hijrah ke Madinah, Rasulullah mengutus beberapa sahabat untuk berhijrah ke Habasyah. Dalam rangka mendakwahkan Islam kepada Raja Najasyi danmasyarakat Habasyah. Peristiwa hijrahnya para sahabat ke Habasyah tidak disertai dengan Rasulullah. Karena Rasulullah sedang berjuang membela kaum muslim yang masih berada di Mekah. Hingga akhirnya datanglah orang-orang Madinah yang meminta Rasulullah untuk menjadi pemimpin mereka.Rasulullah menghabiskan waktunya selama 10 tahun di Madinah untuk melakukan dakwah. Sehingga masyarakat jazirah Arab memutuskan untuk memeluk agama Islam. Rasulullah pun memerintahkan para sahabatnya untuk melakukan dakwah ke berbagai daerah maupun penjuru dunia lainnya. Kerja keras Rasulullah membuahkan hasil yang baik hingga Islam dapat tersebar sampai ke sebagian besar jazirah arab bahkan penjuru dunia. Hal ini dapat dijadikan teladan dalam menanamkan pendidikan karakter berupa kerja keras.",Siapa teladan dalam berbagai hal yang termasuk kerja keras?,Rasulullah,0,who,B
324,41,1629,Kerja keras (deligence or hard work),"Rasulullah menjadi teladan dalam berbagai hal salah satunya kerja keras. Perjuangan Rasulullah dalam berdakwah mengalami banyak halangan dan rintangan, namun berkat kerja kerasnya Rasulullah mampu membangun sebuah peradaban di Madinah. Keberhasilan Rasulullah dalam membangun peradaban tidak luput dari kerja kerasnya mendakwahkan Islam hingga dihina dan tersiksa. Seperti yang Rasulullah alami ketika berdakwah kepada kaum Thaif. Rasulullah dihinakan dan disiksa, hingga tubuhnya yang mulia jatuh terjerembab dan terluka. Namun Rasulullah tidak pernah patah semangat. Rasulullah tetap bekerja keras untuk mendakwahkan Islam.Cara selanjutnya yang ditempuh Rasulullah yaitu dengan berhijrah. Sebelum peristiwa hijrah ke Madinah, Rasulullah mengutus beberapa sahabat untuk berhijrah ke Habasyah. Dalam rangka mendakwahkan Islam kepada Raja Najasyi danmasyarakat Habasyah. Peristiwa hijrahnya para sahabat ke Habasyah tidak disertai dengan Rasulullah. Karena Rasulullah sedang berjuang membela kaum muslim yang masih berada di Mekah. Hingga akhirnya datanglah orang-orang Madinah yang meminta Rasulullah untuk menjadi pemimpin mereka.Rasulullah menghabiskan waktunya selama 10 tahun di Madinah untuk melakukan dakwah. Sehingga masyarakat jazirah Arab memutuskan untuk memeluk agama Islam. Rasulullah pun memerintahkan para sahabatnya untuk melakukan dakwah ke berbagai daerah maupun penjuru dunia lainnya. Kerja keras Rasulullah membuahkan hasil yang baik hingga Islam dapat tersebar sampai ke sebagian besar jazirah arab bahkan penjuru dunia. Hal ini dapat dijadikan teladan dalam menanamkan pendidikan karakter berupa kerja keras.",Keberhasilan Rasulullah dalam membangun peradaban tidak lepas dari apa?,kerja kerasnya mendakwahkan Islam,303,what,C
