id,question,answer,category,classification,context,span_start,span_end
1009Uk9DWEoZIQcw717YJKbT385,Siapa yang memiliki hak suara pada zaman kolonial?,pemilik properti pria dewasa berkulit putih,SPAN,B,,,
2060JRIdb6Jd39yNN2K3FzKd1619,Dari manakah peziarah memasuki candi Borobudur ?,sisi timur,SPAN,C,,,
1164S0n8sFxAjOhrJykde65c3260,Dimanakah Habibie mempelajari tentang keilmuan teknik mesin?,di Fakultas Teknik Universitas Indonesia Bandung (sekarang Institut Teknologi Bandung),SPAN,B,,,
1207HLvv2F6G--J1iG2Sr0GT3135,Apa salah satu yang menyebabkan pengeluaran negara membengkak?,antara lain disebabkan oleh kehidupan para khalifah dan pejabat semakin mewah,SPAN,C,,,
621rUA-y24a2TlBAhZxV8H853,Apa nama surah yang membahas tentang keluarga Imron?,Al-Imran,SPAN,B,,,
974EqHGKum7PKcQ6aiSmCQ1477,Mengapa Soekarno selamat dari pelemparan granat?,jarak pelemparannya sudah di luar jangkauan mobil yang melaju,SPAN,C,,,
2969gQlMvd6FhSZMcTlnE-C13935,Siapakah yang terlibat dalam perjanjian Molotov-Ribbentrop?,Jerman dan Uni Soviet,SPAN,B,,,
905EurUqDl4s2krYgolDdmX2609,Apakah sebutan bagi masa pemerintahan Presiden Soeharto di Indonesia ?,Orde Baru,SPAN,A,,,
2226GKXgfMEXDLjamZ5nzPFh4031,Apa saja program yang dirilis jokowi pada masa awal kepemimpinannya?,"Kartu Indonesia Sehat, Kartu Indonesia Pintar, dan Kartu Keluarga Sejahtera",SPAN,B,,,
11609irFw-wvr48-kAG66MW13269,Siapakah Presiden Republik Indonesia yang ketiga?,Prof. Dr. Ir. H. Bacharuddin Jusuf Habibie,SPAN,C,,,
2107cMmJ6oXMn_tX8EiA1_Qh1486,Kapankah Soedirman terpilih sebagai ketua kelompok pemuda Muhammadiyah kecamatan Banyumas ?,akhir 1937,SPAN,B,,,
2685B8bjO_bSgF7yP_RE9FZq1006,Kapan pelajar malaysia memiliki pilihan untuk mendaftar di lembaga tersier swasta?,setelah menamatkan pendidikan sekunder,SPAN,B,,,
2972anHdG1TwBtQaRXhi-WEK3929,Kemana pemecah kode Enigma Polandia diungsikan?,Prancis,SPAN,A,,,
1426bEr-N4c6lQoKgO9HYKbw610,Mengapa Filipina tidak menggunakan nama malaysia sebagai nama negara mereka?,Malaysia-lah yang pertama mengadopsi nama itu di tahun 1963 sebelum Filipina berhasil memutuskan,SPAN,C,,,
2471B8agFup8-O0sKzC9wV521850,Mengapa konstituante gagal menghasilkan UUD baru ?,banyak saling tarik ulur kepentingan partai politik,SPAN,C,,,
2132y4UclYrIoM9EfY6q0cLU1413,Apakah yang dilakukan pada rumah masa kecil Soedirman ?,menjadi Museum Soedirman,SPAN,C,,,
24900ppOWI96tjRkMOIpDwu01807,Apakah yang diserukan oleh Alimin & Musso ?,menyerukan revolusi untuk menggulingkan pemerintahan kolonial Belanda,SPAN,C,,,
2721Lisb2VI4t962p0mF1ytc909,Apa nama pertempuran yang terjadi pada tanggal 14 Agustus?,Pertempuran Frontiers,SPAN,A,,,
1526rfIPgkgJxKRdDsBSn4dn1957,Bagaimana Ten menjadi trainee?,SM Global Audition di Bangkok pada tahun 2013,SPAN,B,,,
1365-1b52ot7eMMf3SsA9c4Y776,Mengapa pimpinan FDR terkejut keitka sampai di desa kecil di Kandangan?,desa itu sudah diduduki oleh batalion Divisi Sungkono,SPAN,C,,,
1236uLGJLEnlgvBpRt41BaBc3052,Sistem apa yang terbentuknya terpicu oleh kebijakan dari demokrasi Jacksonian?,Sistem Partai Kedua,SPAN,B,,,
720KTE_TQ-QFGgw12_NY6_52826,Kapan Soeharto diangkat sebagai Presiden Indonesia oleh MPR Sementara?,12 Maret 1967,SPAN,B,,,
706AosvIWS6eJlQTL0dwYt92864,Berapa lama tim Soeharto menduduki Kota Yogyakarta?,enam jam,SPAN,B,,,
1422TMMS8B78H0eLNKZ9OcN2620,Apa nama pemerintahan yang mirip dengan sistem pemerintahan di malaysia?,sistem parlementer Westminster.,SPAN,B,,,
1422Mg4SCjSUB1ipbjJhHLQV621,Apa saja negara yang berbatasan dengan malaysia?,"Thailand, Indonesia, Singapura, Brunei, dan Filipina",SPAN,B,,,
17779GFc1mSj52FnFT87uHXQ3483,Bagaimana sistem hukum yang berlaku di Amerika terbentuk?,diadopsi dari hukum Inggris,SPAN,C,,,
11746LEaHokgyCbOjGtlxB_P3041,Pada zaman pemerintahan siapakah Bani Umayah tidak ada keistimewaan?,Umar ibnu Abdul Aziz,SPAN,B,,,
1818O8BoyzdI3tIZTlZQX7MJ3390,Bagaimana perbandingan investasi AS dengan Eropa di perusahaan bioteknologi?,lebih banyak empat kali lipat,SPAN,C,,,
1558USBzQpgdUWBcaUu8vmKq1344,Siapakah ketua panitia sembilan ?,Ir. Soekarno,SPAN,B,,,
1000oBQNQPnj4fxpXtFV1g0J409,Kapan konsep demokrasi tidak langsung dicetuskan?,"pada Abad Pertengahan Eropa, Era Pencerahan, dan Revolusi Amerika Serikat dan Prancis",SPAN,C,,,
99301Zg9cGHX9Gf1_cI5mfK421,Apa peran yang dimiliki presiden Indonesia pada TNI?,panglima tertinggi,SPAN,A,,,
538gLSK6-g0JoLk6sK3uauP1,Disebut apakah orang yang memeluk agama Islam?,Muslim,SPAN,A,,,
2444VM3M-Xnaa4T5rEXxP45X1908,Apakah bentuk citra diproyeksikan pada budaya China ?,kepatuhan kolektif,SPAN,C,,,
859Wx92OGcZsIZiYdTGB0c42720,Berapa persenkah huruf Jepang yang mengadopsi dari huruf Tiongkok ?,"49,1%",SPAN,B,,,
560MF12O77E_fY17pny7AZ4228,Mengapa pada akhirnya Belanda menerima bahwa Indonesia telah merdeka?,mendapat tekanan yang kuat dari kalangan internasional,SPAN,B,,,
26213tScNqi5jq-dNNpY17aB2357,Kapan SBY menjalankan program Buku BOS?,Juni 2006,SPAN,B,,,
2737RMEUrJ3xYCVvFcnOOJEr864,Apa yang Britania dan Prancis lakukan pda Kampanye Gallipoli?,membuka front seberang laut,SPAN,B,,,
2103yuSnngKYn9n8F_U1xOr51499,Kapankah Soedirman mendaftar ke sekolah pribumi ?,Saat berusia tujuh tahun,SPAN,B,,,
2231MtCQ0XFs-HZtPZNxWWWA4016,Mengapa menurut DPR RI kebijakan Jokowi dapat membuat isu papua dipolitisir?,karena masalah Papua yang sangat sensitif,SPAN,C,,,
999ChWxJrv-Gaq3aLTh_nDS411,Mengapa perbedaan-perbedaan sistem pemerintahan tampak ambigu sekarang?,"beberapa pemerintahan kontemporer mencampur aduk elemen-elemen demokrasi, oligarki, dan monarki",SPAN,C,,,
1984InJu5XFguodK1Khic6FC2233,Apa nama tentara AD pada era Mahmud II?,Nizam-ı Cedid,SPAN,B,,,
21208xkL7JG9a1slm1tkqySv1449,Siapakah yang berhasil merebut lapangan udara di Maguwo ?,Kapten Eekhout,SPAN,B,,,
13478wbUw8r6jR2KkJ83tRNT831,Siapa yang akhirnya dilantik oleh Jokowi sebagi Kapolri?,Badrodin Haiti,SPAN,B,,,
2377URm8qpovSm3ZcmknWYzr3693,Apa yang dilakukan masyarakat Arab saat berziarah ke Ka'bah?,menjalankan berbagai tradisi keagamaan,SPAN,A,,,
6939iIjtQY3HqIf5Qu5LXfF2892,Kapan Soeharto meninggal?,27 Januari 2008,SPAN,B,,,
1399HAUAi3igcRp4kaiXBS34690,Mengapa program benteng menjadi salah satu sumber defisit?,pemerintah telah menambah beban keuangannya,SPAN,B,,,
1026WzEnlc2VTVNnEnERoTej338,Apa nama periode setelah periode Yayoi?,periode Kofun,SPAN,B,,,
255102VMp0rT3lE5qKZReHI62486,Siapa nama Sejarawan Belanda?,George Nypels,SPAN,B,,,
17388L0pXFkN6Wb2CQAgtWsF3590,Apa makanan utama suku Indian?,kerbau,SPAN,B,,,
2631M_1rjE6k2YLouvowQoHJ2333,Apa nama julukan Umar oleh Nabi Muhammad?,Al-Faruq,SPAN,B,,,
2658kpZ5jhLWnxu93y4HPmEB1085,Apa kesimpulan yang dapat diambil dari makalah yang ditulis oleh Jomo K.S?,kontrol yang ditentukan pemerintah Malaysia tidaklah memperparah tidak pula membantu pemulihan,SPAN,C,,,
959BpQsgOmBWm76KB_O0Xj6522,Apa nama partai yang merupakan pecahan dari PNI?,Partai Indonesia (Partindo),SPAN,A,,,
2671UDFIl4lCabvUQRbVginc1048,Apa peran yang dimiliki timah dan minyak bumi terhadap ekonomi malaysia?,dua sumber daya mineral utama yang menjadi penyokong ekonomi utama Malaysia,SPAN,C,,,
1620Y8fkMMEFeacdhhiKGcCu1180,Apakah contoh pulau besar hasil reklamasi di Singapura ?,Pulau Jurong,SPAN,B,,,
2066O6hlUGaIYvZETBnkVTKJ1601,Apakah nama gunung disebelah barat laut candi Borobudur ?,Gunung Sindoro-Sumbing,SPAN,A,,,
595rx4ZMYA14adC3NekLAhW124,Apa itu Kejawen?,Contoh kepercayaan asli Indonesia,SPAN,C,,,
1433yR4Rdyzq9ZDjN6qZOB3K593,Apa akibat dari penaklukan kesultanan melaka terhadap parameswara?,memaksa dia dan pendukungnya melarikan diri dari Palembang,SPAN,C,,,
1828sgAztXiBXjB8fDJEJjCn3365,Siapakah tokoh asal Amerika yang dianggap pionir rock and roll?,Elvis Presley dan Chuck Berry,SPAN,B,,,
2189nmSYagbAhBJHMcqwdIko4123,Mengapa Ordo Fransiskan dikirim oleh paus ke nusantara?,untuk menjalankan misi Katolik di Asia Tengah,SPAN,B,,,
1550GzjCBajsuSw_Bnhtl8WB1367,Mengapa beberapa kawan Hatta menganggap Hatta sombong ?,"Pada saat hendak membaca, ia tak mau diganggu",SPAN,A,,,
1138ZNoiRj9WSt8xu5xKiclJ3335,Pada tahun berapa UU Pokok Pers lahir?,1982,SPAN,B,,,
6595tSoej6eNamN_ekXU3W-2979,siapa yang mengumumkan bahwa YouTube sudah bisa mengupload video 3D?,Peter Bradshaw,SPAN,B,,,
2012U7knoAxwFk_Ns1NGidQE2188,pengaruh Romantisisme dapat terlihat di periode apa?,Tanzimat,SPAN,B,,,
2608ntJl4AFAduDIt0AYknjI2372,Dimana Agus mengambil program magister?,Institute of Defense and Strategic Studies,SPAN,B,,,
2587WZtb-G91TcjATusTTjeN2422,Dimana Babad Diponegoro dibuat?,"Manado, Sulawesi Utara",SPAN,B,,,
1757EM0iCe2_7c-3VFdC07DP3532,Berapa jarak titik terendah dan tertinggi di AS?,80 mil,SPAN,B,,,
943d0SQ0AVbboY5BqJgbsaF570,Apa peraturan yang mewajibkan pengibaran sang saka merah putih?,Undang-Undang Republik Indonesia Nomor 24 Tahun 2009,SPAN,A,,,
2088g4bX7vmX1hWfKvtOIJDZ1539,Apakah yang diceritakan pada relief pada struktur tersembunyi candi Borobudur ?,Karmawibhangga,SPAN,B,,,
861-dKB_3BSzYCaSTRw8Av_2716,Peringkat berapakah pengetahuan dan keterampilan anak Jepang berusia 15 tahun ke atas di dunia ?,nomor enam terbaik,SPAN,B,,,
13633aQsS5iKERyNB367GWVH781,Apa tuduhan Musso terhadap Soekarno dan Hatta yang disebarkan ke rakyat Indonesia?,"Soekarno dan Hatta adalah budak Imperialisme Amerika, pengkhianat, dan pengedar Romusha",SPAN,C,,,
2517lXXoQUIKbal6xfNNtVAn1743,Siapakah yang mengumumkan nama israel ?,Moshe Sharett,SPAN,B,,,
24900ppOWI96tjRkMOIpDwu01808,Apakah yang direncanakan serikat buruh prambanan ?,pemogokan oleh para pekerja buruh kereta api,SPAN,C,,,
2407RuK1Iv95cime4WWdGNoB3634,Apa yang harus dilakukan seorang muslim sebelum menyentuh Al-Qur'an?,berwudhu,SPAN,B,,,
13441C2N2xP14JB_ucyRSeEL839,Mengapa preferensi publik terhadap jokowi menurun hingga 8%?,akibat gencarnya kampanye hitam,SPAN,C,,,
2477JtT30EyGVCGC3ayc5fzB1832,Kapankah Brunei Darussalam masuk menjadi anggota ASEAN ?,7 Januari 198,SPAN,B,,,
27369KmtE4DmLS1oS6IXm0CV865,Apa respon pemimpin jerman?,mengirimkan tujuh infanteri dan satu divisi kavaleri saja,SPAN,A,,,
2341RZKrT1tVXnFFp5DSNowl3778,Apa aturan utama dalam permainan Battledores?,menjaga kok tetap di udara dan mencegahnya dari menyentuh tanah,SPAN,C,,,
982n1tOmLbrP0Rw2f7q4phE454,Pada tanggal berapa Soekarno menandatangani surat pernyataan penyerahan kekuasaan?,20 Februari 1967,SPAN,B,,,
1591ek7O19h74ATqsHjdtFUz1259,Mengapa pendirian kantor cabang Budi Utomo mengancam status Soetomo ?,karena Soetomo dianggap sebagai pemimpin kelompok pemberontakan terhadap Hindia Belanda bersama dengan teman-teman pelajarnya,SPAN,C,,,
599uREx6nun3gOEAd8YzR5s113,Dimanakah klaster terbesar penganut agama Yahudi di Indonesia saat ini?,Jakarta dan Surabaya,SPAN,A,,,
2699X1S6-twcNf9a_nUx5WE-965,"Selain tahun baru imlek, apa saja perayaan tionghoa malaysia lainnya?","Festival Qingming, Festival Perahu Naga, dan Festival Tengah Musim Gugur",SPAN,B,,,
1976MfIZ7mAEpNhCSa8Y04ek2241,Berapa banyak sultan yang pernah diturunkan?,Sebelas,SPAN,C,,,
2093euyG67o3cVGqrsSPrCbI1524,Dimanakah replika kapal kayu bercadik disimpan ?,Museum Samudra Raksa,SPAN,B,,,
2699Ur-0JL1NVhl8H0B2lH-a966,Apa yang menjadi penutup dari tahun baru imlek?,Cap Go Meh,SPAN,B,,,
628A_ztdoD85Pm7Hd6Uv2TF32,Apa yang dibicarakan dalam rapat PPKI pada 16 Agustus 1945?,segala sesuatu yang berhubungan dengan persiapan Proklamasi Kemerdekaan.,SPAN,C,,,
892B8GiS_zkJfKANp04UQhD2650,Apakah organ tubuh yang dilarang menyentuh bola pada pemain sepak bola selain kiper ?,tangan,SPAN,C,,,
1576P214oupErvTP6090GMli1302,Siapakah yang pertama kali menandatangani kertas berisikan rumusan sumpah pemuda ?,Soegondo,SPAN,B,,,
1589Jf5bV_UCDf13dAps7IiI1264,Apakah gagasan awal berdirinya Budi Utomo ?,organisasi yang dapat mengangkat derajat bangsa,SPAN,C,,,
19396Yot6utxeGieo9MuRrBB2323,Pada masa apa Gerakan Non-Blok pecah?,masa invasi Soviet terhadap Afghanistan pada Desember 1979,SPAN,A,,,
1509gKJxAthX1pquVrt7KPXD2003,Alasan dibaliknya angka 127 di NCT 127,mewakili koordinat bujur Seoul,SPAN,B,,,
16127RJnwPcCuQ2L6JWAn7Rd1203,Kapankah Furqahar meninggalkan Singapura ?,28 Desember 1823,SPAN,B,,,
20893J7zds0fTmdwGScrXxYe1537,Apakah yang pernah ditemukan dalam stupa terbesar ?,patung Buddha yang tidak sempurna,SPAN,B,,,
1226lhx09f1Jk4OiDQlGU8Bp3077,Bagaimana fungsi awal frasa United States?,sebagai bentuk jamak untuk mendeskripsikan mengenai kumpulan negara-negara merdeka,SPAN,C,,,
1380vA5P1fp-1XlZm7dLip3Q737,Mengapa pemerintah tidak mampu mendorong produksi makanan menghadapi lonjakan jumlah penduduk?,masih muda dan belum berpengalaman,SPAN,C,,,
1600ywzg9ULBGI5IAxrJ6foM1237,Siapakah dua orang lain yang dipenjara bersama Ki Hajar Dewantara ?,Douwes Dekker dan Tjipto Mangoenkoesoemo,SPAN,A,,,
25486Lhd5Z1MU0Q4sN3I3mAT2493,Penyakit apa yang diderita Diponegoro ketika perang?,malaria,SPAN,C,,,
1961WznZwsht9W-Z6W6_FmvR2272,Perjanjian apa yang mengakhiri Perang Turki Besar?,Perjanjian Karlowitz,SPAN,B,,,
1459UR8_3lYqpJzzqkoNN5si2093,Berapa luas Taman Lapangan Banteng?,"4,5 ha",SPAN,B,,,
846dI6s8NANbI0cXEx7WJXa2760,Siapa sajakah pejabat yang mengawasi sebuah prefektur ?,"gubernur, birokrasi legislatif dan administratif",SPAN,C,,,
25839ctSBP_9ircmR2x3MPam2428,Keris Kiai Ageng Bondoyudo hasil dari apa?,"hasil peleburan dari tiga pusaka, yakni Keris Kiai Surotomo, tombak Kiai Barutobo, dan Keris Kiai Abijoyo",SPAN,C,,,
1500Z1H9hCVclLHKdcfBz5gq2021,Apa itu Poenale Sanctie?,"peraturan yang menetapkan bahwa pekerja yang melarikan diri akan dicari dan ditangkap polisi, kemudian dikembalikan kepada mandor/pengawasnya",SPAN,C,,,
878Tp76n2ZpjK1LVAz5F3Mg2679,Apakah tujuan dari teknik fade away ?,menyulitkan defender untuk menghadang bola,SPAN,C,,,
61542RmhOWwUxAJySFjDV7169,Dimanakah film pertama di nusantara disiarkan?,"teater Elite and Majestic, Bandung",SPAN,B,,,
25316jqKhJvYVlP1H8PWC21S1701,Mengapa Operasi opera terjadi ?,"Mossad, mencurigai reaktor nuklir tersebut akan digunakan Irak untuk mengembangkan senjata nuklir",SPAN,C,,,
160035MUpGMSLbaV6XDg1y7j1235,Apakah yang menyebabkan Ki hadjar Dewantara dipenjara ?,menulis sebuah artikel Als ik Nederlander was,SPAN,C,,,
1198tKDggSEgfewI5IGaBL7o3163,Bagaimana perebutan kekuasaan pemerintahan Abbasiyah dengan pemerintahan Islam sebelumnya?,berbeda dengan yang terjadi sebelumnya,SPAN,C,,,
1767ntexZ4EBPQrmdM1oWDDE3503,Berapa banyak negara bagian yang tergabung dalam Amerika Serikat?,lima puluh negara bagian,SPAN,A,,,
2957RON0RMexHAq6R8NDth-G3968,Mengapa kekaisaran Jepang berusaha mempengaruhi Tiongkok sejak lama?,sebagai tahap pertama dari apa yang disebut pemerintahnya sebagai hak untuk menguasai Asia,SPAN,C,,,
574T3IVyhdGf2qyfbl0GBBS188,Garis apakah yang digunakan sebagai batas biogeografi Indonesia?,garis Weber dan garis Lydekker,SPAN,C,,,
1210NBV6o_IHthJvbrF9UTR43125,Apa tuduhan yang dibuat oleh golongan salafy terhadap Mu tazilah?,dituduh sebagai pembuat bid ah,SPAN,C,,,
541Cbn85P-zf8lq0QHtgjf9286,Sikap apakah yang wajib dimiliki oleh bangsa Indonesia?,Pancasila,SPAN,C,,,
1413DwMlffwkzBlmmDWhZmvt647,Apa saja tuntutan adat jawa terhadap perempuan jawa?,"tidak bisa bebas duduk di bangku sekolah, harus dipingit, dinikahkan dengan laki-laki yang tak dikenal, dan harus bersedia dimadu.",SPAN,B,,,
1451JJuYQ7gSCXBvwOXzxUO72112,Apa nama tempat ibadah untuk penganut agama Konghucu di Jakarta?,Kelenteng Jin Tek Yin,SPAN,B,,,
995Mjg3IZGW2wc7ddFCk8vg418,Siapa nama Panglima Tentara Nasional Indonesia sebelum Jenderal TNI Muhammad Andika Perkasa?,Marsekal TNI (Purn.) Hadi Tjahjanto Andika,SPAN,A,,,
1606ixCVPmgAtLujhTmR7TkV1221,Berapa banyakah penduduk Singapura yang merupakan orang asing yang bekerja atau sekolah di Singapura ?,42%,SPAN,B,,,
2561RPearP2qJJF5nNBvVQ1L2468,Kapan pertemuan di hulu sungai Cingcingguling terjadi?,20 Februari 1830,SPAN,B,,,
1768Z2ygW_eEOpHjb3kiiamC3500,Negara bagian apakah yang terpisah dari daratan utama AS?,Alaska dan Hawaii,SPAN,A,,,
2177s_UTFrhmrwcK9Ti7MMiR4149,Bagaimana pakaian prajurit yang lebih miskin dalam berperang?,dengan telanjang dada,SPAN,C,,,
2049EiSr8AWG9INgthccDLTD1651,Berapakah biaya sekolah menengah negeri di Singapura ?,5 SGD,SPAN,B,,,
1811paAxUvt29OX8E8chhsNQ3408,Agama apakah yang memiliki penganut terbesar di AS?,Protestan,SPAN,B,,,
848WrFnYlhM_1QL8XRIK-nh2753,Berapa besar PDB jepang yang berasal dari sektor jasa ?,tiga perempat,SPAN,B,,,
30233J2ge9fEFX4YilpwWlsN3810,Ke arah manakah condong pengaruh yang dimiliki negara-negara Eropa Timur?,Soviet,SPAN,B,,,
1402lC19R9T2_nXZynvxL_uJ680,Mengapa kebinet Ali tidak dapat bertahan?,idak dapat menyelesaikan kemelut yang ada di tubuh Angkatan Darat dan pemberontakan DI/TII,SPAN,A,,,
2724NPCyZgqx0x1F1XrTUaPC900,Kapan peperangan Marne Pertama berlangsung?,5–12 September 1914,SPAN,C,,,
1395li3pr9py0l2amb_zMeDF702,Apa nama kabinet yang berkuasa sebelum kabinet djuanda?,Kabinet Ali Sastroamidjojo II,SPAN,A,,,
2071kHxLVZsdxtm6xVPXQcML1589,Dimanakah perintah untuk membangun bangunan suci Shiwalingga ?,di perbukitan Gunung Wukir,SPAN,B,,,
1430c-EOOP47sw8eHQFzvYMg599,Apa daerah yang mendapat pengaruh dari Sriwijaya?,Kedah dan Pattani bahkan sampai ke Ligor,SPAN,A,,,
555vNOKr31rXFMkfzB62TYz244,Apa yang diinginkan negara Eropa dari Indonesia?,sumber daya alam,SPAN,A,,,
1433yR4Rdyzq9ZDjN6qZOB3K592,Apa yang dilakukan parameswara terhadap temagi?,membunuh Temagi,SPAN,B,,,
2646TB5mc-c2hplG5koqTh501117,Apa yang terjadi di Malaysia pada tahun 1980-1990?,"mengalami pertumbuhan ekonomi yang berarti di bawah kepemimpinan perdana menteri keempat, Dr. Mahathir Mohamad",SPAN,A,,,
5601RlVQQ13ZMVNw8QCNW6F230,Apa yang dibubarkan pada tanggal 17 Agustus 1950?,Republik Indonesia Serikat,SPAN,A,,,
974vUVNFZZhK9Vx9yosXwyz479,Apa yang dilakukan lelaki tak dikenal di pinggir jalan?,melemparkan sebuah granat ke arah mobil presiden,SPAN,C,,,
1564Kq9tsrgH8Jhl4M51Udxu1326,Dimanakah perundingan konferensi meja bundar diadakan ?,di Den Haag,SPAN,C,,,
1744p6ivEreYdqU2OaXpqwiv3570,Apa sikap yang diambil AS pada perang dunia 1?,netral,SPAN,A,,,
2723xU3JSCsI93Jmzi12bo8-904,Apa yang tercipta dari kemajuan teknologi?,terciptanya sistem pertahanan canggih yang tidak mampu disamai taktik militer lama,SPAN,C,,,
884Pnp87xexk_HDsVBlYF5I2663,Mengapa bangsa Israel dilarang memperbudak orang lain?,karena bangsa Israel sendiri pun dulunya adalah bangsa budak,SPAN,C,,,
947IWARdGEJfenHq_CeVA2F560,Siapa pendiri dari Arkadia?,Arkady Volozh dan Arkady Borkovsky,SPAN,B,,,
2648m9dA7rTQjYDXrTlBjn3C1110,DI mana Gunung Kinabalu terletak?,di Sabah,SPAN,B,,,
642t90xpp6PDsZFZ-bpxEez3027,komoditas apa yang jatuh harganya?,"minyak, gas dan komoditas ekspor lainnya",SPAN,B,,,
643hOw7cSZHnFDg9xSl_9rX3024,kenapa masa orde baru belum berakhir?,adanya tokoh-tokoh penting pada masa Orde Baru di jajaran pemerintahan,SPAN,C,,,
15208OmvhIK608dqFRGSSOAV1973,Kapan Sound of Your Heart dirilis?,29 Desember 2016,SPAN,B,,,
646uZynkMYdhv1JIw-EffYb3014,Apa nama situs web untuk berbagi video?,YouTube,SPAN,A,,,
1590-CJsFDfqrQDqYkRsJ56N1263,Siapakah wakil ketua Budi Utomo saat terbentuk di STOVIA ?,Soelaiman,SPAN,B,,,
2482zF1QFZ7wKsNuHZ2WclJt1822,Berapakah angka perdagangan ASEAN-Korsel pada 2009 ?,"US$ 90,2 miliar",SPAN,B,,,
725i6Izvs08W85ROtPNlm8D2813,Apa nama penghargaan tertinggi dibidang kependudukan?,UN Population Award,SPAN,B,,,
1827xEul6GY6VzOmjE6YoZOI3370,Kapan musik jazz mulai dikembangkan?,awal abad ke-20,SPAN,A,,,
2633pAGBUWzG9zIDRrNR6L1c2329,Orang seperti apa Umar sebelum beragama Islam?,orang yang sangat disegani dan dihormati oleh penduduk Mekkah,SPAN,C,,,
19488Pr6RoX5NaT1BWOrfb8b2303,Pada tahun berapa perang Tamerlane dengan Anatolia?,1402,SPAN,A,,,
1195HMcObf-c2jk9nuqNKiuu3172,Kapan peradaban Islam mengalami masa kemunduran?,setelah periode ini berakhir,SPAN,C,,,
12200qHzxeIvvsd2YVZemdY03095,Bagaimana kondisi pernikahan Nana?,tidak berjalan mulus,SPAN,B,,,
2661cQb_J106ssSoX5Fgydo71078,Apa efek dari kondisi makroekonomi yang stabil di Malaysia?,tidak mengalami krisis yang sama seperti Krisis finansial Asia pada tahun 1997,SPAN,C,,,
979XmKqsJdLFW1bLDI7o-pE462,Apa yang menyebabkan situasi politik Indonesia tidak menentu?,setelah enam jenderal dibunuh dalam peristiwa yang dikenal dengan sebutan Gerakan 30 September,SPAN,C,,,
1802qwccQwTwwKaDVreksqJf3429,Apa nama lain penduduk asli Hawaii?,pemukim Pasifik,SPAN,B,,,
1491cxn7v5v-T_iOJDwW9EYs2031,Berapa panjang lapangan sepak bola?,90 hingga 120 meter,SPAN,C,,,
728rJ1xbwc5Igz_rb47z10k2805,Berapa lama jabatan yang dipegang oleh Presiden Soeharto?,31 tahun,SPAN,A,,,
1755HI8OTnHY7Nm5CeIuPLTN3538,Dimanakah letak perbukitan Piedmont di Amerika?,di sebelah pesisir Atlantik,SPAN,B,,,
2714-Q-L_ocw1wqi2vTyKgJx927,Apa nama perang yang meletus pada tahun 1912 dan 1913?,Perang Balkan Pertama,SPAN,B,,,
2196RcteK2m9GTjJgXROQiPI4108,Siapa yang dikenakan pajak khusus?,orang asing terutama yang menetap semi-permanen di Jawa,SPAN,C,,,
2198RDJBzVmoid4rc0bik_oO4103,Apa nama lain dari Rakryan Mapatih?,Patih Hamangkubhumi,SPAN,B,,,
2706YR-uI3zypKwmJN4tmzOG947,Siapa yang merupakan penerus takhta Austria-Hongaria?,Adipati Agung Franz Ferdinand,SPAN,B,,,
660LK3Me9by6QtGlAhc9ZgG2978,Kapan fitur google checkout tersedia?,Februari 2009,SPAN,B,,,
3010uRwouEtYjEBKkqRcq7rz3839,Apa dampak yang diterima Jerman akibat serangan strategis Soviet?,nyaris kehancuran total Pusat Grup Angkatan Darat Jerman,SPAN,C,,,
2152-7ZSgzVAfI8TDcdpWpW94219,Apa organisasi yang dibentuk pasca dilaksanakan sidang tersebut?,dewan Wali Songo,SPAN,B,,,
538JJQ5E24giegHnAwK6q8U0,Kapan seorang muslim mengucapkan kalimat istirja?,saat menerima cobaan atau musibah,SPAN,B,,,
2495cQqgzzooS13bDr8Ph6Gf1795,Kapankah Musso memberi anjuran agar Indonesia lebih dekat dengan Uni Soviet ?,5 September 1948,SPAN,B,,,
1425TtGxf2tlcnPvhwxputXV614,Apa saja komoditas yang banyak dihasilkan malaysia?,"timah, karet dan minyak kelapa sawit",SPAN,A,,,
121369XOrczL-kMaDwwgO02A3116,Apa akibat yang ditimbulkan dari peperangan yang terjadi di wilayah umat Islam?,mengakibatkan kekuatan politik umat Islam menjadi lemah,SPAN,C,,,
2375ik4L_hJmM72qf0e1dYMH3698,Kemanakah pengikut Nabi Muhammad menyebarkan ajaran Islam?,"ke negeri Syam, Persia, dan kawasan jazirah Arab",SPAN,B,,,
1808axaZNmCFiRMbaxN7F0Eh3418,Bahasa apakah yang paling umum digunakan di negara-negara bagian AS yang tidak menggunakan bahasa Inggris sebagai bahasa utama?,Spanyol dan Prancis,SPAN,A,,,
2678-vJB_o0WGULsRqF2El1t1029,Apa agama utama yang dianut oleh orang non-melayu bumiputra?,Kristen,SPAN,A,,,
841hinfHVUUAR8bWXtEBCsQ2776,Mengapa pada tahun 1993 LDP tidak berkuasa di Jepang ?,terbentuk pemerintahan koalisi,SPAN,B,,,
2048CtOjaqKkCnfN40uLcP5L1652,Berapakah usia anak di Singapura untuk masuk PSLE ?,7 tahun,SPAN,B,,,
2171AVNXiBd6GfXxQ8eqM1vd4168,Bagaimana cara Ranawijaya mengalahkan Kerthabumi?,memanfaatkan ketidakpuasan umat Hindu dan Budha atas kebijakan Bhre Kertabumi,SPAN,C,,,
