id,question,answer,category,classification,context,span_start,span_end
730-sg8DQC7Q6MNsKvBhO3l2800,Siapa yang menjadi wakil presiden?,Prof Ing BJ Habibie,SPAN,C,"Di tengah krisis ekonomi yang parah dan adanya penolakan yang cukup tajam, pada 10 Maret 1998, MPR mengesahkan Soeharto sebagai presiden untuk ketujuh kalinya. Kali ini, Prof Ing BJ Habibie sebagai wakil presiden. Pada 17 Maret 1998, ia menyumbangkan seluruh gaji dan tunjangannya sebagai presiden dan meminta kerelaan para pejabat tinggi lainnya untuk menyerahkan gaji pokoknya selama satu tahun dalam rangka krisis moneter.",170.0,189.0
2498Ntl0yuQwIc1zcFl2LEt61786,Kapankah militer berupaya mencegah kongres PKI ?,Agustus 1959,SPAN,B,"Pada bulan Agustus 1959, terjadi upaya atas nama militer untuk mencegah penyelenggaraan kongres PKI. Namun kongres digelar sesuai jadwal, dan ditangani oleh Sukarno sendiri. Pada tahun 1960 Sukarno meluncurkan slogan Nasakom, singkatan dari Nasionalisme, Agama, Komunisme. Dengan demikian peran PKI sebagai mitra junior dalam pemerintahan Sukarno resmi dilembagakan. PKI menyambut baik peluncuran konsep Nasakom, melihatnya dari segi front persatuan multikelas.",11.0,23.0
1509gKJxAthX1pquVrt7KPXD2002,Ada berapa banyak anggota di NCT 127?,tujuh anggota,SPAN,B,"Pada 1 Juli, SM Entertainment mengumumkan unit kedua NCT, yaitu NCT 127. Unit ini berbasis di Seoul dengan nomor 127 yang mewakili koordinat bujur Seoul. Unit ini terdiri dari tujuh anggota: Taeil, Taeyong, Yuta, Jaehyun, WinWin, Mark, dan Haechan. Pada 7 Juli, mereka mengadakan penampilan debut pada program musik M Countdown, dengan menampilkan singel debut Fire Truck dan Once Again . Album mini debut mereka, NCT #127, dirilis secara digital pada 10 Juli dan secara fisik pada 11 Juli. Pada 29 Juli, mereka merilis singel Taste the Feeling untuk proyek SM Station yang berkolaborasi dengan Coca-Cola.",176.0,189.0
1603faGMdBUg02YqijMJnA3w1230,Kapanakah PBI berdiri ?,16 Oktober 1930,SPAN,B,"Masa-masa kepemimpinan Budi Utomo tanpa memasuki bidang politik berlangsung selama periode 1908-1926, sebelum kepulangan Sutomo dari Belanda. Sepulangnya Sutomo, dia mendirikan organisasi Persatuan Bangsa Indonesia (PBI) yang merupakan partai yang dia ketuai. PBI merupakan organisasi yang dia dirikan pada tanggal 16 Oktober 1930 untuk menggantikan Indonesische Studieclub (ISC) sebagai organisasi politik. ISC sendiri didirikan pada tanggal 1 Juli 1924 yang beranggotakan para cendekiawan untuk memberikan pengajaran membentuk usaha bagi masyarakat seperti sekolah tenun, bank kredit, koperasi, dan sebagainya.",315.0,330.0
657VFHiQ4-7Kz6tz_vms0Uo2985,Format file apa yang videonya bisa diupload dari handphone?,3GP,SPAN,B,"YouTube menerima video yang diunggah dengan sebagian besar format kontainer, termasuk .AVI, .MKV, .MOV, .MP4, DivX, .FLV, dan .ogg dan .ogv. Format video seperti MPEG-4, MPEG, VOB, dan .WMV juga dapat diunggah. YouTube mendukung 3GP, sehingga video bisa diunggah dari telepon genggam. Video dengan pindai progresif atau terikat bisa diunggah, tetapi untuk kualitas video terbaik, YouTube menyarankan agar video pindai terikat di-deinterlace sebelum diunggah. Semua format video di YouTube memakai pemindaian progresif.",229.0,232.0
2063xkIouWNgoRjOGLoCZ1bE1612,Apakah arti dari Bhudhara ?,gunung,SPAN,B,"Nama Bore-Budur , yang kemudian ditulis BoroBudur , kemungkinan ditulis Raffles dalam tata bahasa Inggris untuk menyebut desa terdekat dengan candi itu yaitu desa Bore (Boro); kebanyakan candi memang sering kali dinamai berdasarkan desa tempat candi itu berdiri. Raffles juga menduga bahwa istilah Budur mungkin berkaitan dengan istilah Buda dalam bahasa Jawa yang berarti purba – maka bermakna, Boro purba . Akan tetapi arkeolog lain beranggapan bahwa nama Budur berasal dari istilah bhudhara yang berarti gunung.",507.0,513.0
134108m1Km6HBkINwlourrYc848,Mengapa Jokowi tidak memasang spanduk dan poster di jalan?,dapat mengotori kota,SPAN,B,"Gaya berkampanye Jokowi untuk menjadi Gubernur DKI Jakarta menekankan pendekatan langsung kepada masyarakat dengan mendatangi mereka langsung daripada mengumpulkan orang di lapangan. Jokowi mengklaim bahwa ia menghindari pemasangan spanduk, poster, stiker, dan baliho di taman kota atau jalan karena menurutnya dapat mengotori kota, sehingga ia secara langsung mencopot spanduk di depan bioskop Megaria, Jalan Diponegoro. Selama kampanye pilkada Jakarta, Jokowi juga dikenal akan baju kotak-kotaknya, yang menurutnya dibeli satu jam sebelum berangkat ke Komisi Pemilihan Umum Daerah dan dikatakan mewakili warna-warni Jakarta yang harus diakomodasi.",311.0,331.0
651fsZ9lTWd449M33QOudtw3001,berapa lama visitor youtube menghabiskan waktunya sehari disitus tersebut?,15 meni,SPAN,B,"Pemilihan nama codice_1 memunculkan masalah dengan situs bernama serupa, codice_3. Pemilik situs tersebut, Universal Tube & Rollform Equipment, mengajukan tuntutan hukum terhadap YouTube pada bulan November 2006 setelah situsnya dibanjiri pengunjung yang ingin mencari YouTube. Universal Tube sejak itu mengubah nama situsnya menjadi codice_4. Pada bulan Oktober 2006, Google Inc. mengumumkan bahwa mereka telah membeli YouTube dengan nilai $1,65 miliar dalam bentuk saham. Persetujuan ini dirampungkan pada 13 November 2006. Google tidak memberikan informasi rinci mengenai biaya operasi YouTube dan pendapatan YouTube tahun 2007 ditulis tidak material dalam pengisian formulir wajib. Bulan Juni 2008, sebuah artikel di majalah Forbes memperkirakan pendapatan YouTube tahun 2008 mencapai $200 juta setelah mengamati kemajuan penjualan iklannya. Pengunjung YouTube rata-rata menghabiskan 15 menit sehari untuk menonton video di sana, berbeda dengan 4-5 jam sehari yang dihabiskan warga Amerika Serikat biasa untuk menonton televisi.",888.0,896.0
2977bAR1UUAdut5SZn4bYC9-3917,Berapa waktu yang dibutuhkan Italia untuk menguasai Perancis?,dua belas hari,SPAN,C,"Tentara Britania terpaksa keluar dari Eropa melalui Dunkirk, meninggalkan semua peralatan beratnya pada awal Juni. Tanggal 10 Juni, Italia menyerbu Prancis, menyatakan perang terhadap Prancis dan Britania Raya; dua belas hari kemudian Prancis menyerah dan langsung dibelah menjadi zona pendudukan Jerman dan Italia, dan sebuah negara sisa yang tak diduduki di bawah Rezim Vichy. Pada tanggal 3 Juli, Britania menyerang armada Prancis di Aljazair untuk mencegah perebutan oleh Jerman.",211.0,225.0
30097-Lb9tKHWA_8Z-1p8-LH3842,Apa nama kelompok yang membantu membebaskan Paris dari pemberontak lokal?,Pasukan Prancis Merdeka,SPAN,B,"Pada tanggal 6 Juni 1944 (dikenal sebagai D-Day), setelah tiga tahun ditekan Soviet, Sekutu Barat menyerbu Prancis Utara. Setelah menyusun kembali beberapa divisi Sekutu dari Italia, mereka juga menyerang Prancis Selatan. Semua pendaratan ini berhasil dan berakhir dengan kekalahan unit Angkatan Darat Jerman di Prancis. Paris dibebaskan oleh pemberontak lokal yang dibantu Pasukan Prancis Merdeka pada tanggal 25 Agustus dan Sekutu Barat terus memukul pasukan Jerman di Eropa Timur sepanjang paruh terakhir tahun ini. Sebuah upaya bergerak maju melintasi Jerman Utara yang diawali dengan operasi udara besar-besaran di Belanda tidak berhasil. Setelah itu, Sekutu Barat pelan-pelan masuk wilayah Jerman, namun gagal menyeberangi Sungai Rur dalam serangan besar. Di Italia, serbuan Sekutu juga terhambat saat mereka melintasi garis pertahanan besar Jerman terakhir.",374.0,397.0
2979WuXci60uJEdQnVCd4Xjn3912,Apa inti dari amandemen Undang-Undang Netralitas pada November 1939?,memungkinkan pembelian beli dan angkut oleh Sekutu,SPAN,C,"Sepanjang periode ini, Amerika Serikat yang netral melakukan sejumlah hal untuk membantu Tiongkok dan Sekutu Baratnya. Pada bulan November 1939, Undang-Undang Netralitas diamendemen untuk memungkinkan pembelian beli dan angkut oleh Sekutu. Tahun 1940, setelah pencaplokan Paris oleh Jerman, ukuran Angkatan Laut Amerika Serikat meningkat pesat dan, setelah serbuan Jepang ke Indochina, Amerika Serikat memberlakukan embargo besi, baja, dan barang-barang mekanik terhadap Jepang. Pada bulan September, Amerika Serikat menyetujui penukaran kapal penghancur AS dengan pangkalan Britania Raya. Tetap saja, mayoritas rakyat Amerika Serikat menentang intervensi militer langsung apapun terhadap konflik ini sampai tahun 1941.",188.0,238.0
2941qGbMTO0mozvc2N-D8Ll13996,Kapan Surat Perintah Sebelas Maret turun?,11 Maret 1966,SPAN,C,"Lima bulan setelah itu, pada tanggal 11 Maret 1966, Sukarno memberi Suharto kekuasaan tak terbatas melalui Surat Perintah Sebelas Maret. Ia memerintah Suharto untuk mengambil langkah-langkah yang sesuai untuk mengembalikan ketenangan dan untuk melindungi keamanan pribadi dan wibawanya. Kekuatan tak terbatas ini pertama kali digunakan oleh Suharto untuk melarang PKI. Sebagai penghargaan atas jasa-jasanya, Sukarno dipertahankan sebagai presiden tituler diktatur militer itu sampai Maret 1967.",37.0,50.0
705nABbOAzpYWFGNrPSDwL22867,Apa pangkat yang didapat setelah perang berakhir?,letnan kolonel,SPAN,C,"Setelah Perang Kemerdekaan berakhir, ia tetap menjadi Komandan Brigade Garuda Mataram dengan pangkat letnan kolonel. Ia memimpin Brigade Garuda Mataram dalam operasi penumpasan pemberontakan Andi Azis di Sulawesi. Kemudian, ia ditunjuk sebagai Komadan APRIS (Angkatan Perang Republik Indonesia Serikat) Sektor Kota Makassar yang bertugas mengamankan kota dari gangguan eks KNIL/KL.",101.0,115.0
850EvvWq5cM1pQg86O2yHNg2749,Mengapa jaminan pekerjaan seumur hidup mulai ditinggalkan oleh perusahaan Jepang ?,Kejatuhan ekonomi gelembung,SPAN,B,"Dalam Indeks Kemudahan Berbisnis, Jepang menempati peringkat ke-12, dan termasuk salah satu negara maju dengan birokrasi paling sederhana. Kapitalisme model Jepang memiliki sejumlah ciri khas. Keiretsu adalah grup usaha yang beranggotakan perusahaan yang saling memiliki kerja sama bisnis dan kepemilikan saham. Negosiasi upah (shuntō) berikut perbaikan kondisi kerja antara manajemen dan serikat buruh dilakukan setiap awal musim semi. Budaya bisnis Jepang mengenal konsep-konsep lokal, seperti Sistem Nenkō , nemawashi , salaryman , dan office lady . Perusahaan di Jepang mengenal kenaikan pangkat berdasarkan senioritas dan jaminan pekerjaan seumur hidup. Kejatuhan ekonomi gelembung yang diikuti kebangkrutan besar-besaran dan pemutusan hubungan kerja menyebabkan jaminan pekerjaan seumur hidup mulai ditinggalkan. Perusahaan Jepang dikenal dengan metode manajemen seperti The Toyota Way. Aktivisme pemegang saham sangat jarang. Dalam Indeks Kebebasan Ekonomi, Jepang menempati urutan ke-5 negara paling laissez-faire di antara 41 negara Asia Pasifik.",659.0,686.0
2052CjMDg4rKssIF2dZJmzem1644,Disebut apakah bahasa Inggris asli Singapura ?,Singlish,SPAN,B,"Bahasa Inggris adalah bahasa paling dominan di Singapura, tidak seperti negara tetangganya, Malaysia dan Indonesia, tempat bahasa Melayu menjadi bahasa dominan. Bentuk bahasa Inggris yang dipertuturkan di Singapura beragam mulai dari Inggris Standar hingga bahasa kreol yang dikenal sebagai Singlish. Di antara warga Singapura, bahasa Inggris memiliki jumlah penutur terbanyak. Jumlah ini diikuti oleh bahasa Mandarin, Melayu dan Tamil. Pengejaan dan kosakata yang digunakan berasal dari bahasa Inggris Britania, dengan beberapa pengecualian, misalnya penggunaan pants (Amerika Serikat) menggantikan trousers (Britania Raya). Penggunaan bahasa Inggris meluas di Singapura setelah 1965 ketika diberlakukan sebagai bahasa utama dalam sistem pendidikan negara ini. Di sekolah, anak-anak diharuskan mempelajari bahasa Inggris dan satu dari tiga bahasa resmi lain sebagai bahasa ibu. Pada 1987, bahasa Inggris diumumkan sebagai bahasa utama resmi dalam sistem pendidikan Singapura.",291.0,299.0
1345ag1pnM8TapsP64bzpQa0835,Apa jabatan dari Airlangga Hartanto sebelum diangkat sebagai Menteri Perindustrian?,Ketua Umum Partai Golkar,SPAN,B,"Dia kembali menuai kontroversi setelah menunjuk HM Prasetyo sebagai Jaksa Agung. HM Prasetyo dinilai tidak punya pengalaman cukup baik di kejaksaan dan dianggap sebagai titipan partai politik. Dia juga dinilai tidak konsisten karena mengangkat Airlangga Hartarto, Ketua Umum Partai Golkar sebagai Menteri Perindustrian, setelah awalnya meminta menteri tidak rangkap jabatan sebagai pengurus partai politik. Sebelumnya Puan Maharani juga menjabat Ketua DPP PDIP beberapa waktu saat menjabat sebagai Menteri Koordinator Pengembangan Manusia dan Kebudayaan.",264.0,288.0
8800eSsNgilzH8vuQNt4Jml2674,KApankah orang-orang Tiongkok mulai memainkan permainan bola basket ?,sejak 1894,SPAN,B,"Ada beberapa informasi mengatakan masuknya basket bersamaan dengan kedatangan pedagang dari Tiongkok menjelang kemerdekaan. Tepatnya, sejak 1894, bola basket sudah dimainkan orang-orang Tiongkok di Provinsi Tientsien dan kemudian menjalar ke seluruh daratan Tiongkok. Mereka yang berdagang ke Indonesia adalah kelompok menengah kaya yang memilih olahraga dari Amerika itu sebagai identitas kelompok Tiongkok modern.",134.0,144.0
1001W57bXvzsU7BsCan0XmdL407,Apa jataban yang diisi oleh warga biasa yang dipilih secara sembarang?,jabatan administratif dan yudisial,SPAN,C,"Demokrasi Athena berbentuk demokrasi langsung dan memiliki dua ciri utama: pemilihan acak warga biasa untuk mengisi jabatan administratif dan yudisial di pemerintahan, dan majelis legislatif yang terdiri dari semua warga Athena. Semua warga negara yang memenuhi ketentuan boleh berbicara dan memberi suara di majelis, sehingga tercipta hukum di negara-kota tersebut. Akan tetapi, kewarganegaraan Athena tidak mencakup wanita, budak, orang asing (μέτοικοι metoikoi), non-pemilik tanah, dan pria di bawah usia 20 tahun.",116.0,150.0
2456mSRZvgWGRhYDDkRPL2f41882,Apakah yang dimaksud dengan agama tradisional ?,agama nenek moyang,SPAN,C,"Agama tradisional, atau kadang-kadang disebut sebagai agama nenek moyang , dianut oleh sebagian suku pedalaman di Asia, Afrika, dan Amerika. Pengaruh mereka cukup besar; mungkin bisa dianggap telah menyerap kedalam kebudayaan atau bahkan menjadi agama negara, seperti misalnya agama Shinto. Seperti kebanyakan agama lainnya, agama tradisional menjawab kebutuhan rohani manusia akan ketentraman hati di saat bermasalah, tertimpa musibah, tertimpa musibah, dan menyediakan ritual yang ditujukan untuk kebahagiaan manusia itu sendiri.",54.0,72.0
2391ePMyIq2X1JLq1967u6CY3667,Apa maksud dari Al-Qur'an bermakna mengumpulkan?,"sesuatu yang mengumpulkan, karena Alquran itu berisi kumpulan kisah-kisah dan hukum",SPAN,C,"Syaikh Muhammad bin Shalih al-Utsaimin menjelaskan bahwa Alquran adalah bentuk kata benda infinitif (mashdar) dari kata qara`a (قرأ) yang bermakna membaca atau mengumpulkan . Jika Alquran berasal dari kata qara`a yang bermakna membaca , maka Alquran berarti sesuatu yang dibaca, sedangkan jika berasal dari kata qara`a yang bermakna mengumpulkan , maka Alquran berarti sesuatu yang mengumpulkan, karena Alquran itu berisi kumpulan kisah-kisah dan hukum.",369.0,452.0
2718prFY56JKafzui1OKyt46915,Apa saja kekuatan kolonial yang terlibat dalam pertempuran pertama?,"kolonial Britania, Prancis, dan Jerman di Afrika",SPAN,C,"Sejumlah pertempuran pertama dalam perang melibatkan kekuatan kolonial Britania, Prancis, dan Jerman di Afrika. Tanggal 7 Agustus, tentara Prancis dan Britania menyerbu protektorat Togoland Jerman. Tanggal 10 Agustus, pasukan Jerman di Afrika Barat Daya menyerang Afrika Selatan; pertempuran sporadis dan sengit berlanjut sampai akhir perang. Pasukan kolonial Jerman di Afrika Timur Jerman, dipimpin Kolonel Paul Emil von Lettow-Vorbeck, melakukan kampanye peperangan gerilya selama Perang Dunia I dan baru menyerah dua minggu setelah gencatan senjata diberlakukan di Eropa.",62.0,110.0
2470-I0Ycn3m1ADgtmf8Qlse1851,Apakah akibat dari berubah ubahnya kabinet pada masa sistem demokrasi parlementer ?,"akibatnya pembangunan tidak berjalan lancar, masing-masing partai lebih memperhatikan kepentingan partai atau golongannya",SPAN,C,"Pada periode UUDS 1950 ini diberlakukan sistem Demokrasi Parlementer yang sering disebut Demokrasi Liberal. Pada periode ini pula kabinet selalu silih berganti, akibatnya pembangunan tidak berjalan lancar, masing-masing partai lebih memperhatikan kepentingan partai atau golongannya. Setelah negara RI dengan UUDS 1950 dan sistem Demokrasi Liberal yang dialami rakyat Indonesia selama hampir 9 tahun, maka rakyat Indonesia sadar bahwa UUDS 1950 dengan sistem Demokrasi Liberal tidak cocok, karena tidak sesuai dengan jiwa Pancasila dan UUD 1945. Beberapa aturan pokok itu mengatur bentuk negara, bentuk pemerintahan, pembagian kekuasaan, dan sistem pemerintahan Indonesia",161.0,282.0
2369Df519g_V8jVHWQoP3PG93711,Bagaimana kondisi tubuh Nabi Muhammad setelah peristiwa di Gua Hira?,suhu tubuhnya panas dan dingin,SPAN,C,"Muhammad berusia 40 tahun 6 bulan dan 8 hari ketika ayat pertama sekaligus pengangkatannya sebagai rasul disampaikan kepadanya menurut perhitungan tahun kamariah (penanggalan berdasarkan bulan), atau 39 tahun 3 bulan 8 hari menurut perhitungan tahun syamsiah atau tahun masehi (penanggalan berdasarkan matahari). Setelah kejadian di Gua Hira tersebut, Muhammad kembali ke rumahnya, diriwayatkan ia merasakan suhu tubuhnya panas dan dingin secara bergantian akibat peristiwa yang baru saja dialaminya dan meminta istrinya agar memberinya selimut.",408.0,438.0
20388Up5mLcWdYU-WNmLJdtF1684,Berapakah lowongan pekerjaan yang terbuka dari program layanan kesehatan Singapura ?,USD 3 m,SPAN,C,"Singapura mempromosikan dirinya sebagai hub pariwisata kesehatan: sekitar 200.000 warga asing mencari perawatan kesehatan di negara ini setiap tahun, dan layanan kesehatan Singapura menargetkan satu juta pasien asing setiap tahun mulai 2012 dan memperoleh pendapatan sebesar USD 3 miliar. Pemerintah menyatakan bahwa program ini dapat menciptakan sekitar 13.000 lowongan pekerjaan baru dalam industri kesehatan.",275.0,287.0
1781sbFFllrurUSJ_Gr41cCI3471,Dimanakah eksekusi mati terbanyak dilakukan?,"Texas, Virginia, dan Oklahoma",SPAN,B,"Hukuman mati di Amerika Serikat dikenakan kepada kejahatan-kejahatan federal dan militer tertentu, dan diterapkan oleh tiga puluh negara bagian. Tidak ada eksekusi yang dijatuhkan antara tahun 1967-1977 karena keputusan Mahkamah Agung saat itu menolak penggunaan hukuman mati. Namun, pada 1976, Mahkamah Agung memutuskan bahwa hukuman mati secara konstitusional dapat dijatuhkan. Semenjak itu, tercatat lebih dari 1.300 eksekusi telah dilakukan di wilayah hukum Amerika Serikat, sebagian besarnya terjadi di tiga negara bagian; Texas, Virginia, dan Oklahoma. Empat negara bagian telah menghapuskan hukuman mati, namun dua di antaranya (New Mexico dan Connecticut) belum mengubah hukum-hukumnya. Selain itu, pengadilan negara bagian di Massachusetts dan New York belum memutuskan status hukuman mati di wilayah hukum mereka. Pada 2010, Amerika Serikat merupakan negara dengan jumlah hukuman mati tertinggi kelima di dunia, setelah RRC, Iran, Korea Utara, dan Yaman.",528.0,557.0
11810pNzis8O7iMe4D0TXLLB3214,Apa landasan yang berhasil disiapkan pada periode pemerintahan Bani Abbas?,perkembangan filsafat dan ilmu pengetahuan dalam Islam,SPAN,B,"Pada periode pertama pemerintahan Bani Abbas mencapai masa keemasannya. Secara politis, para khalifah betul-betul tokoh yang kuat dan merupakan pusat kekuasaan politik dan agama sekaligus. Di sisi lain, kemakmuran masyarakat mencapai tingkat tertinggi. Periode ini juga berhasil menyiapkan landasan bagi perkembangan filsafat dan ilmu pengetahuan dalam Islam. Namun setelah periode ini berakhir, pemerintahan Bani Abbas mulai menurun dalam bidang politik, meskipun filsafat dan ilmu pengetahuan terus berkembang.",304.0,358.0
1443QN39Ck2EQtKHwrv95Fdo2123,Pada tahun berapa MRT mulai dibangun?,2013,SPAN,B,"Pemerintah Provinsi DKI Jakarta telah memulai pembangunan kereta bawah tanah (subway) atau disebut juga dengan MRT Jakarta pada Tahun 2013. Subway jalur Lebak Bulus hingga Bundaran Hotel Indonesia sepanjang 15 km ditargetkan beroperasi pada 2019. Jalur kereta monorel juga sedang dipersiapkan melayani jalur Semanggi - Roxy yang dibiayai swasta dan jalur Kuningan - Cawang - Bekasi - Bandara Soekarno Hatta yang dibiayai pemerintah pusat. Untuk lintasan kereta api, pemerintah pusat sedang menyiapkan double track pada jalur lintasan kereta api Manggarai Cikarang. Selain itu juga, saat ini sudah dibangun jalur kereta api dari Manggarai menuju Bandara Soekarno-Hatta di Cengkareng. Jalur ini sudah siap dioperasikan dan dibuka untuk umum.",134.0,138.0
8800eSsNgilzH8vuQNt4Jml2673,Kapankah permainan bola basket masuk ke Indonesia ?,menjelang kemerdekaan,SPAN,C,"Ada beberapa informasi mengatakan masuknya basket bersamaan dengan kedatangan pedagang dari Tiongkok menjelang kemerdekaan. Tepatnya, sejak 1894, bola basket sudah dimainkan orang-orang Tiongkok di Provinsi Tientsien dan kemudian menjalar ke seluruh daratan Tiongkok. Mereka yang berdagang ke Indonesia adalah kelompok menengah kaya yang memilih olahraga dari Amerika itu sebagai identitas kelompok Tiongkok modern.",101.0,122.0
1561CHAGkVck74VVUABuSAwY1334,Kapankah sidang Pleno KNIP diselenggarakan ?,pada 25 Februari – 6 Maret 1947,SPAN,C,"Selama menjadi Wakil Presiden, Bung Hatta amat gigih bahkan dengan nada sangat marah, menyelamatkan Republik dengan mempertahankan naskah Linggarjati di Sidang Pleno KNIP di Malang yang diselenggarakan pada 25 Februari – 6 Maret 1947 dan hasilnya Persetujuan Linggajati diterima oleh Komite Nasional Indonesia Pusat (KNIP) sehingga anggota KNIP menjadi agak lunak pada 6 Maret 1947.",202.0,233.0
2387-M6jRmAUm0dwueCkUyJl3674,Pada tahun berapa Nabi Muhammad SAW wafat?,tahun 632,SPAN,C,"Umat Muslim percaya bahwa Al-Qur’an difirmankan langsung oleh Allah kepada Nabi Muhammad melalui Malaikat Jibril, berangsur-angsur selama 22 tahun, 2 bulan dan 22 hari atau rata-rata selama 23 tahun, dimulai sejak tanggal 17 Ramadan, saat Nabi Muhammad berumur 40 tahun hingga wafat pada tahun 632. Umat Muslim menghormati Al-Qur’an sebagai sebuah mukjizat terbesar Nabi Muhammad, sebagai salah satu tanda dari kenabian, dan merupakan puncak dari seluruh pesan suci (wahyu) yang diturunkan oleh Allah sejak Nabi Adam dan diakhiri dengan Nabi Muhammad. Kata Quran disebutkan sebanyak 70 kali di dalam Al-Qur’an itu sendiri.",288.0,297.0
2503mD8qIsdD1SDE74Qh-IaF1772,Apakah tujuan PKI membentuk angkatan ke-5 ?,dapat mendukung mobilisasi massa untuk menuntaskan Operasi Dwikora dalam menghadapi Malaysia,SPAN,C,"Salah satu hal yang dilakukan PKI setelah masuk kedalam pemerintahan Orde Lama adalah dengan diusulkannya Angkatan ke-5 yang terdiri dari buruh dan petani, Pimpinan PKI bermaksud dengan dibentuknya angkatan kelima ini diharapkan dapat mendukung mobilisasi massa untuk menuntaskan Operasi Dwikora dalam menghadapi Malaysia. Namun, hal ini membuat TNI AD merasa khawatir takut adanya penyelewengan senjata yang dilakukan PKI.",229.0,321.0
1795SmUM72qvYEGcEDAoWbE73443,Berapa banyak jaringan jalan raya yang dimiliki AS?,lebih dari 13 juta,SPAN,B,"Transportasi pribadi di AS didominasi oleh mobil, yang beroperasi di lebih dari 13 juta jaringan jalan raya, salah satunya merupakan sistem jalan raya terpanjang di dunia. Amerika Serikat juga merupakan pasar mobil terbesar kedua di dunia (setelah RRC), memiliki angka kepemilikan kendaraan per kapita tertinggi di dunia; dengan rasio 765 kendaraan per 1.000 jiwa. Sekitar 40% dari total kendaraan pribadi adalah mobil van, SUV, atau truk ringan. Rata-rata orang dewasa di AS menghabiskan waktu 55 menit berkendara setiap harinya, dengan jarak tempuh .",69.0,87.0
1470cJbPNG5jp6U76xnNSz1N2069,Apa nama sebutan jaman dulu untuk Pasar Minggu?,Tanjung Oost Passer,SPAN,C,"Untuk Pasar Sabtu, atau pasar yang bukanya setiap hari Sabtu adalah Pasar Tanah Abang . Sedangkan Pasar Minggu atau yang dulu dikenal dengan sebutan Tanjung Oost Passer buka pada hari Minggu. Perbedaan pengoperasian pasar ini dilakukan VOC dengan alasan keamanan serta faktor untuk mempermudah orang dalam berkunjung dan lebih mengenal suatu pasar. Namun kebijakan berlakunya hari kerja pasar tak berlangsung lama. Sebab sejak VOC bangkrut akibat banyak pejabat yang korupsi, pemerintahan Belanda di Batavia diambil alih oleh Kerajaan Hindia Belanda. Sejak zaman Hindia Belanda, peraturan hari kerja pasar pun tak berlaku lagi, hingga sebagian besar pasar buka setiap hari, meski telanjur menyandang nama hari sebagai nama pasar.",149.0,168.0
683qZh2hIeeIAW7sEw3xRoe2916,Belanda mengakui kedaulatan Indonesia melalui apa?,Konferensi Meja Bundar,SPAN,C,"Setelah Perang Kemerdekaan Indonesia 1945–1949, disusul pengakuan kedaulatan Indonesia oleh Belanda melalui Konferensi Meja Bundar pada tahun 1949, dirasakan perlunya Indonesia (saat itu Republik Indonesia Serikat) memiliki lambang negara. Tanggal 10 Januari 1950 dibentuk Panitia Teknis dengan nama Panitia Lencana Negara di bawah koordinator Menteri Negara Zonder Porto Folio Sultan Hamid II dengan susunan panitia teknis Muhammad Yamin sebagai ketua, Ki Hajar Dewantoro, M A Pellaupessy, Moh Natsir, dan RM Ng Poerbatjaraka sebagai anggota. Panitia ini bertugas menyeleksi usulan rancangan lambang negara untuk dipilih dan diajukan kepada pemerintah",108.0,130.0
1037pwf13W4KYglfjZucyzMr303,Berapa jumlah pembagian musim di jepang?,empat musim,SPAN,A,"Jepang berada di kawasan beriklim sedang dengan pembagian empat musim yang jelas. Walaupun demikian, terdapat perbedaan iklim yang mencolok antara wilayah bagian utara dan wilayah bagian selatan. Pada musim dingin, Jepang bagian utara seperti Hokkaido mengalami musim salju, namun sebaliknya wilayah Jepang bagian selatan beriklim subtropis. Iklim juga dipengaruhi tiupan angin musim yang bertiup dari benua Asia ke Lautan Pasifik pada musim dingin, dan sebaliknya pada musim panas.",58.0,69.0
2697v70pWXgc-DSg0veQwf_g973,Pada tanggal berapa malaysia terbentuk?,16 September,SPAN,B,"Hari libur yang paling dirayakan adalah Hari Merdeka pada tanggal 31 Agustus untuk memperingati kemerdekaan Federasi Malaya pada 1957, diikuti dengan Hari Malaysia pada 16 September untuk memperingati hari pembentukan Malaysia pada 1963. Hari Merdeka, juga Hari Buruh (1 May), hari lahir raja (Sabtu awal bulan Juni) dan beberapa perayaan lain adalah hari libur yang ditetapkan pemerintah persekutuan.",169.0,181.0
1565GCwUFVbdCdhcZ_GOztSL1323,Kapankah RIS bubar ?,17 Agustus 1950,SPAN,B,"Di Amsterdam dari Ratu Juliana kepada Drs. Mohammad Hatta dan di Jakarta dari Dr. Lovink yang mewakili Belanda kepada Sri Sultan Hamengku Buwono IX. Sehingga pada akhirnya negara Indonesia menjadi negara Republik Indonesia Serikat (RIS), Bung Hatta terpilih menjadi Perdana Menteri RIS juga merangkap sebagai Menteri Luar Negeri RIS dan berkedudukan di Jakarta dan Bung Karno menjadi Presiden RIS. Ternyata RIS tidak berlangsung lama, dan pada 17 Agustus 1950, Indonesia menjadi Negara Kesatuan Republik Indonesia (NKRI) dengan ibu kota Jakarta dan Perdana Menteri Mohammad Natsir. Bung Hatta menjadi Wakil Presiden RI lagi dan berdinas di Jalan Medan Merdeka Selatan 13 Jakarta.",444.0,459.0
