dataset_id,exact_match_mean,exact_match_std,exact_match_min,exact_match_max,exact_match_median,exact_match_ci_lower,exact_match_ci_upper,exact_match_count,f1_score_mean,f1_score_std,f1_score_min,f1_score_max,f1_score_median,f1_score_ci_lower,f1_score_ci_upper,f1_score_count,time_mean,time_std,time_min,time_max,time_median,time_ci_lower,time_ci_upper,time_count,step_mean,step_std,step_min,step_max,step_median,step_ci_lower,step_ci_upper,step_count,hit_rate_mean,hit_rate_std,hit_rate_min,hit_rate_max,hit_rate_median,hit_rate_ci_lower,hit_rate_ci_upper,hit_rate_count,hits_mean,hits_std,hits_min,hits_max,hits_median,hits_ci_lower,hits_ci_upper,hits_count,total_retrieved_mean,total_retrieved_std,total_retrieved_min,total_retrieved_max,total_retrieved_median,total_retrieved_ci_lower,total_retrieved_ci_upper,total_retrieved_count,expected_count_mean,expected_count_std,expected_count_min,expected_count_max,expected_count_median,expected_count_ci_lower,expected_count_ci_upper,expected_count_count
165,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.12807017543859642,0.07212212207401568,0.1052631578947368,0.3333333333333333,0.1052631578947368,0.1052631578947368,0.28201754385964917,10,0.5360076427459717,0.015295978230453894,0.5127279758453369,0.5588619709014893,0.5381163358688354,0.5127358615398407,0.5571026563644409,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
167,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
168,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
169,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
170,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
171,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
172,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
173,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
174,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
175,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
176,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
177,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
178,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
179,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
180,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
181,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
182,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
183,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
184,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
185,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
186,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
187,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
188,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
189,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
190,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
191,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
192,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,10,0.22545168399810786,0.011038453850734717,0.2071547508239746,0.2391219139099121,0.22779726982116694,0.20805908441543577,0.23880611062049867,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
194,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
195,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
196,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
197,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
198,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
199,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
200,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
201,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
202,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
203,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
204,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
205,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
206,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
207,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
208,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
209,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
210,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
211,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
212,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
213,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
214,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
215,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
216,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
217,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
218,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
219,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
220,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
221,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
222,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
223,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
224,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
225,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
226,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
227,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
228,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
229,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
230,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
231,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
232,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
233,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
234,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
235,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
236,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
237,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
238,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
239,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
240,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
241,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
242,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
243,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
244,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.3279204130172729,0.010048044057428823,0.3037419319152832,0.338674783706665,0.33007061481475825,0.3077729165554047,0.33818055987358087,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
246,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
247,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
248,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
249,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
250,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
251,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
252,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
253,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
254,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
255,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
256,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
257,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
258,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
259,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
260,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
261,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
262,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
263,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
264,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
265,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
266,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
267,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
268,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
269,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
270,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
271,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
272,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
273,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
274,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
275,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
276,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
277,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
278,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
279,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
280,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
281,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
282,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
283,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
284,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
285,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.287165904045105,0.008877586548666435,0.2748785018920898,0.2988510131835937,0.2833831310272217,0.2758645892143249,0.29852700233459467,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
287,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
288,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
289,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
290,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
291,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
292,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
293,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
294,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
295,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
296,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
297,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
298,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
299,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
300,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
301,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
302,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
303,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
304,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
305,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
306,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
307,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
308,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
309,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
310,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
311,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
312,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
313,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
314,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
315,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
316,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
317,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
318,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
319,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
320,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
321,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
322,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
323,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
324,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
325,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
326,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
327,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
328,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
329,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
330,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
331,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
332,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
333,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
334,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
335,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
336,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
337,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
338,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
339,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
