exact_match,f1_score,time,step,dataset_id,hit_rate,hits,total_retrieved,expected_count
0,0,37.39409255981445,5,5abc081e5542993f40c73c54,0.06666666666666667,1,18,15
0,0,21.336198091506958,5,5a7fe7f85542994857a7683e,3.3333333333333335,10,18,3
0,0,14.37488317489624,5,5ae389fc5542992f92d8230f,0.0,0,18,9
0,0,13.800273180007935,5,5ac4f8705542995c82c4ad8d,0.14285714285714285,1,18,7
0,0,13.710857152938843,5,5a74655b55429974ef308bf0,0.3333333333333333,1,18,3
0,0,16.68418598175049,5,5ab57673554299637185c5a3,0.2,1,18,5
0,0,24.32396125793457,5,5a8765ad5542996e4f3087cf,0.6666666666666666,2,18,3
0,0,6.711701393127441,2,5ae5cf625542996de7b71a22,0.0,0,9,8
0,0,13.706427812576294,5,5ae515bb55429913cc204584,0.5,1,18,2
0,0,15.212242126464844,5,5ae2eb7f55429928c423955b,0.0,0,18,1
0,0,4.2590813636779785,1,5a8838885542994846c1ce39,0.5,1,6,2
0,0,1.7976572513580322,0,5a7b241b554299042af8f705,0.0,0,3,2
0,0,1.8324754238128662,0,5a8cc7af554299653c1aa11e,0.125,1,3,8
0,0,0.518430233001709,1,5a86681c5542991e77181644,0.0,0,3,7
0,0,1.8413994312286377,0,5abce3015542993a06baf995,0.0,0,3,12
0,0,3.7606914043426514,1,5a7bf84b5542996dd594b875,0.2,1,6,5
0,0,1.82417631149292,0,5ab70c41554299110f219a9d,0.2857142857142857,2,3,7
0,0,1.8073234558105469,0,5adbcd475542996e68525240,0.3333333333333333,1,3,3
0,0,12.844441175460815,5,5a7fd6fc5542995d8a8ddf31,1.0,2,15,2
0,0,0.258746862411499,1,5a902d5155429933b8a2048d,0.5,1,3,2
0,0,3.7466366291046143,1,5a7758895542994aec3b729c,0.0,0,6,5
0,0,1.8326480388641357,0,5ae81032554299540e5a572a,0.6666666666666666,2,3,3
0,0,1.8014123439788818,0,5a8e42d15542995a26add4a6,0.5,1,3,2
0,0,0.44282054901123047,1,5abbc3a955429931dba144f9,0.0,0,3,3
0,0,7.902192831039429,1,5ae206c45542994d89d5b311,0.0,0,3,4
0,0,3.7487294673919678,1,5a80b9e85542992bc0c4a7ed,0.4,2,6,5
0,0,6.451232433319092,2,5a8a1dbc55429970aeb7025a,0.375,3,9,8
0,0,3.9207956790924072,1,5ab9c3e1554299753720f852,0.5,2,6,4
0,0,1.8299801349639893,0,5a84f5865542991dd0999e30,0.0,0,3,10
0,0,1.8434693813323975,0,5abcf299554299700f9d7936,0.5,1,3,2
0,0,1.8410634994506836,0,5ae4581e55429970de88d92f,0.0,0,3,2
0,0,1.8002641201019287,0,5a7785af55429949eeb29ec2,0.3333333333333333,1,3,3
0,0,16.290415048599243,5,5ae3639b5542991a06ce99b2,0.2,1,18,5
0,0,15.912606477737427,5,5ae779a555429952e35ea931,0.25,1,18,4
0,0,14.517977237701416,3,5abe822155429976d4830b48,1.0,1,12,1
0,0,16.19029140472412,5,5ae385df5542992f92d82305,0.6666666666666666,2,18,3
0,0,15.632372379302979,5,5a77720255429967ab10517f,1.0,1,18,1
0,0,30.848531007766724,2,5abf8cc35542990832d3a14e,2.0,2,9,1,
0,0,6.517712831497192,0,5a86f94a5542991e7718169e,0.0,0,3,7,
0,0,6.337667465209961,0,5a80ad19554299485f5986a8,0.0,0,3,6,
0,0,6.263227939605713,0,5adcc7515542994ed6169bff,0.3333333333333333,1,3,3,
0,0,6.27515435218811,0,5adcfebe5542992c1e3a24f3,0.25,1,3,4,
0,0,6.307337999343872,0,5ae364285542991a06ce99b3,0.3333333333333333,1,3,3,
0,0,6.272420883178711,0,5ae5fa38554299546bf82ff1,0.0,0,3,4,
0,0,6.61590313911438,0,5ae564a155429960a22e02e4,0.0,0,3,8,
0,0,6.296794891357422,0,5ab446875542990594ba9bea,0.0,0,3,3,
0,0,6.256434679031372,0,5adfa8d0554299025d62a32c,0.0,0,3,6,
0,0,6.270596981048584,0,5ac30a79554299657fa290e2,0.2,1,3,5,
0,0,6.271975755691528,0,5ae3fd595542995dadf24292,0.3333333333333333,1,3,3,
0,0,6.296956300735474,0,5a89e20a5542992e4fca8438,0.2,1,3,5,
0,0,6.332732677459717,0,5a84524a554299123d8c2203,1.0,2,3,2,
0,0,6.284279823303223,0,5adcbb815542994ed6169bde,0.14285714285714285,1,3,7,
0,0,6.334818124771118,0,5ab4428c5542990594ba9bda,0.0,0,3,6,
0,0,6.3015546798706055,0,5ac14d0c5542991316484ae2,0.2857142857142857,2,3,7,
0,0.017094017094017092,10.217321634292603,1,5ac3c10a554299204fd21e33,0.0,0,6,3,
0,0.016666666666666666,6.194804906845093,0,5add5f395542990dbb2f7e50,0.0,0,3,10,
0,0,0.532742977142334,1,5a736e0155429901807db04f,0.2,1,3,5,
0,0,11.349401235580444,1,5a734a205542992359bc32e2,0.0,0,6,5,
0,0,6.146475791931152,0,5ae484f855429970de88d999,0.0,0,3,3,
0,0,6.75064492225647,0,5a8d18fb5542994ba4e3dbf2,0.2857142857142857,2,3,7,
0,0,6.275946855545044,0,5ac2a10e554299657fa28fec,0.0,0,3,4,
0,0,6.2063071727752686,0,5a81e8a0554299676cceb157,0.5,1,3,2,
0,0,6.177088737487793,0,5a84ee4c5542997175ce1f2b,0.0,0,3,3,
0,0,6.279702425003052,0,5a8e68b15542995085b3742d,0.5,1,3,2,
0,0,6.126538991928101,0,5a8e03375542995a26add458,0.0,0,3,4,
0,0,6.153467178344727,0,5ab938fb554299131ca422ce,0.3333333333333333,1,3,3,
0,0,6.5261476039886475,0,5ac4f9db55429924173fb532,0.3333333333333333,1,3,3,
0,0,6.177518844604492,0,5ac4f33355429924173fb507,0.0,0,3,10,
0,0,6.137331962585449,0,5a8bc3ac5542995e66a47501,0.25,2,3,8,
0,0,6.345364332199097,0,5ab5d43f5542997d4ad1f1f6,0.0,0,3,2,
0,0,6.211386680603027,0,5a8d7e1055429941ae14dfd8,0.0,0,3,7,
0,0,6.192525386810303,0,5a8db348554299068b959dc2,0.0,0,3,4,
0,0,6.55745530128479,0,5a76bbe85542993735360191,0.16666666666666666,1,3,6,
0,0,14.824746131896973,1,5ac39f7b554299218029dbe7,0.0,0,6,2,
0,0,35.4090621471405,5,5a76f45a5542994aec3b719b,0.0,0,18,6,
0,0,13.43991732597351,1,5a738b855542992d56e7e363,0.0,0,6,1,
0,0,35.08421850204468,5,5ae5b06e554299546bf82f2a,0.1,1,18,10,
0,0,37.314467906951904,5,5a76648f5542992db9473795,0.0,0,18,9,
0,0,35.38801288604736,5,5ae0593855429945ae959333,0.3333333333333333,1,18,3,
0,0,9.795616388320923,1,5a90492655429933b8a204d8,0.6666666666666666,2,6,3,
0,0,25.654889822006226,4,5a7b443c5542992d025e67ce,0.6666666666666666,2,15,3,
0,0,3.942507028579712,0,5a865d11554299211dda2b0d,0.6666666666666666,2,3,3,
0,0,16.805389881134033,2,5ae46ebc5542995dadf24331,0.0,0,9,3,
0,0,11.448747396469116,1,5a7fc21455429969796c1b4b,0.16666666666666666,1,6,6,
0,0,36.847346782684326,5,5ae1dac95542997283cd229b,0.0,0,18,1,
0,0,35.48651146888733,5,5ae48a2b55429913cc204494,0.5,2,18,4,
0,0.024096385542168676,19.025341749191284,2,5a835a265542992ef85e2281,1.0,1,9,1,
0,0,29.16615319252014,4,5ae4c8f35542990ba0bbb130,0.25,1,15,4,
0,0,5.6437647342681885,0,5abda6b255429965af743d9a,0.25,1,3,4,
0,0,5.694093704223633,0,5a8a07725542992d82986e5b,0.6666666666666666,2,3,3,
0,0,5.695945501327515,0,5a8911ad554299515336129c,0.2857142857142857,2,3,7,
0,0,5.6827781200408936,0,5ade48795542992fa25da729,0.0,0,3,3,
0,0.021505376344086023,5.684640645980835,0,5ae35c945542992e3233c3bd,0.0,0,3,10,
0,0,5.661853313446045,0,5abb9ad4554299642a094abe,0.0,0,3,3,
0,0,5.668851852416992,0,5ae3a0be5542991a06ce9a05,0.14285714285714285,1,3,7,
0,0,5.693876504898071,0,5ac027005542996f0d89cb3d,0.6666666666666666,2,3,3,
0,0,5.64919900894165,0,5abc6d14554299700f9d78bf,0.16666666666666666,1,3,6,
0,0,5.65442681312561,0,5ab42b905542992339550040,0.2,1,3,5,
0,0,5.662892580032349,0,5a83155c55429954d2e2ec0e,0.3333333333333333,1,3,3,
0,0,5.6529436111450195,0,5a77b6c85542992a6e59df96,0.0,0,3,6,
0,0,5.726743459701538,0,5abdf06355429976d4830a2d,0.25,1,3,4,
0,0.02173913043478261,11.526942014694214,1,5ae291bb5542996483e649f6,1.0,1,6,1,
0,0,5.554294586181641,0,5ac344d6554299741d48a23f,0.5,2,3,4,
0,0,5.578415870666504,0,5ac4f42b55429924173fb50d,0.14285714285714285,1,3,7,
0,0,5.646582126617432,0,5a75e29f5542992d0ec0600c,0.0,0,3,7,
0,0,5.653884172439575,0,5ae397df5542994393b9e71f,0.0,0,3,5,
0,0,17.735255241394043,2,5a825b0e55429954d2e2eb0c,1.0,1,9,1,
0,0,5.632887840270996,0,5ab56b9b5542997d4ad1f113,0.3333333333333333,1,3,3,
0,0,5.613481044769287,0,5ae1f48d554299234fd0436b,0.0,0,3,2,
0,0,5.726322174072266,0,5a8760e75542996e4f3087af,0.25,2,3,8,
0,0,5.679213762283325,0,5a8f51185542992414482a3d,1.0,2,3,2,
0,0,0.259901762008667,1,5ade66dd55429975fa854ebe,0.6666666666666666,2,3,3,
0,0,5.780228137969971,0,5ae256435542992decbdccc3,0.0,0,3,4,
0,0,15.185397624969482,2,5ae1d52f554299234fd04315,0.3333333333333333,3,9,9,
0,0.02173913043478261,5.588480710983276,0,5a747a3755429974ef308c09,0.2,1,3,5,
0,0,162.60612273216248,5,5a7ec6f355429934daa2fc61,0.0,0,18,3,
0,0,34.823453426361084,5,5ab69f9a554299710c8d1ef8,0.6666666666666666,2,18,3,
0,0,35.81693172454834,5,5a75e814554299109176e5c7,0.0,0,18,10,
0,0,15.043298959732056,1,5ab3c53955429969a97a81b9,0.0,0,6,4,
0,0,32.73073697090149,5,5ab46f4e5542991751b4d770,0.6666666666666666,2,18,3,
0,0,30.909784078598022,5,5ae3dfb05542992e3233c490,0.2,1,18,5,
0,0,32.584197759628296,5,5ac13f425542991316484a96,0.0,0,18,3,
0,0,36.549641609191895,5,5ab5d2ac5542992aa134a3a6,1.0,1,18,1,
0,0,38.60780453681946,5,5ac286c055429963665199f8,0.16666666666666666,1,18,6,
0,0,41.47212195396423,5,5abb0b5c5542996cc5e49f79,0.5,1,18,2,
0,0,39.398327589035034,5,5a90937955429933b8a20568,0.0,0,18,4,
0,0,37.673402547836304,5,5a7a5ccf55429941d65f25d7,0.6666666666666666,2,18,3,
0,0,34.32433199882507,5,5a80d6be55429938b6142206,0.2,1,18,5,
0,0,34.274718046188354,5,5ae7e8b855429952e35ea9dd,0.0,0,18,2,
0,0,22.133913040161133,3,5a895f6155429946c8d6e914,0.0,0,12,4,
0,0,5.223278760910034,0,5abda8d55542992ac4f382e7,0.0,0,3,2,
0,0,5.169527769088745,0,5abdce1b5542993062266cfe,0.0,0,3,1,
0,0,5.229673862457275,0,5ac2c338554299657fa29039,0.0,0,3,5,
0,0,5.2252514362335205,0,5ade64c7554299728e26c710,0.0,0,3,5,
0,0,10.693093061447144,1,5a8646ec5542991e771815f2,0.0,0,6,4,
,,,,5a89d48c554299515336132e,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,5.09758186340332,0,5a84c5545542991dd0999dee,0.0,0,3,3,
0,0,0.43459415435791016,1,5a8d40585542994ba4e3dc39,1.0,1,3,1,
0,0,0.6773543357849121,0,5abbee315542993f40c73c1d,,,,,
0,0,5.364741802215576,0,5abbbaca55429931dba144ca,0.0,0,3,1,
0,0,5.15685248374939,0,5ab520645542991779162d85,0.0,0,3,2,
0,0,5.141607046127319,0,5a7f53445542992097ad2f15,0.0,0,3,4,
0,0.028985507246376815,5.218188762664795,0,5a77ad2f55429967ab105225,0.75,3,3,4,
0,0,5.1250646114349365,0,5a84a97f5542992a431d1a87,0.2,1,3,5,
0,0,5.12576699256897,0,5ab6f7415542991d322236f4,0.0,0,3,9,
0,0,5.100736856460571,0,5a8e0b7f5542995085b373ae,1.0,1,3,1,
0,0,5.1174476146698,0,5a8d8f77554299068b959d3e,0.5,2,3,4,
0,0.01801801801801802,39.272327184677124,5,5ae267a35542992decbdccee,0.0,0,18,4,
0,0,35.94912052154541,5,5ae721c15542996d980e7cbc,0.25,1,18,4,
0,0,24.864107847213745,2,5ac2782d55429963665199cc,0.0,0,9,5,
0,0,10.497114181518555,0,5a758ba75542992db9473677,1.0,1,3,1,
0,0.007326007326007326,10.546710729598999,0,5a8d77525542994ba4e3dc90,0.0,0,3,2,
0,0,10.499284267425537,0,5abbfa8f55429965836003cc,0.0,0,3,2,
0,0,10.548755168914795,0,5ae0ec48554299422ee9955a,0.0,0,3,7,
0,0,10.557509660720825,0,5a8f7a7055429918e830d230,0.14285714285714285,1,3,7,
0,0,10.49954342842102,0,5ade82ba5542992fa25da7a3,0.5,1,3,2,
0,0,10.493443489074707,0,5a7a48c45542994f819ef1b7,0.2,1,3,5,
0,0,9.946675062179565,0,5ab2deb75542991669774118,0.0,0,3,6,
0,0,10.52389931678772,0,5a823fbf55429903bc27ba54,0.25,1,3,4,
,,,,5a8f5a185542992414482a71,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,45.79455494880676,5,5ab2b1e05542997061209685,0.5,2,18,4,
0,0,48.0941264629364,5,5a828c3355429940e5e1a8f0,0.4,2,16,5,
0,0,36.83000469207764,5,5ab851e35542990e739ec8c3,0.2,1,18,5,
,,,,5a8e3ed7554299068b959e82,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,36.14939284324646,5,5a7be294554299294a54ab44,0.0,0,18,4,
0,0,28.52267098426819,3,5ae04ea555429924de1b709e,0.3333333333333333,1,12,3,
0,0,45.109896659851074,5,5a728f3c5542992359bc30f4,0.0,0,18,3,
0,0,25.58102011680603,3,5ac3959855429939154137f0,1.0,2,12,2,
0,0,7.494647026062012,0,5a8782f25542996e4f308818,0.0,0,3,4,
0,0,7.420439004898071,0,5ae791245542997b22f6a7a3,0.09090909090909091,1,3,11,
0,0,7.476200819015503,0,5ae5366e5542990ba0bbb22b,0.0,0,3,1,
0,0.02631578947368421,7.4115800857543945,0,5abadcb35542996606241647,0.0,0,3,19,
0,0,7.466630935668945,0,5ab7f78f5542991d322237e6,0.0,0,3,7,
0,0,7.414172172546387,0,5a79178d554299029c4b5ef9,0.0,0,3,4,
0,0.012738853503184714,7.452416658401489,0,5a8c5eca554299240d9c213d,0.0,0,3,3,
0,0,7.424347877502441,0,5ae5c212554299546bf82f4b,0.0,0,3,4,
0,0,14.119721412658691,1,5ae736cb5542991bbc9761c2,0.2,1,6,5,
0,0,7.786520957946777,0,5ab9b939554299743d22ebca,0.5,2,3,4,
0,0,16.374818801879883,1,5a8463d05542990548d0b2a5,0.0,0,6,3,
0,0,7.836279630661011,0,5a7da6015542995f4f40229d,0.0,0,3,3,
0,0.012987012987012988,7.860424041748047,0,5ab2f85b55429929539468dc,0.0,0,3,5,
0,0,7.962223291397095,0,5a75f7db5542994ccc918670,0.0,0,3,4,
0,0,7.8590474128723145,0,5abfa5fb5542990832d3a183,0.5,1,3,2,
0,0,7.969836711883545,0,5ae588cb55429960a22e0300,0.0,0,3,2,
0,0,7.81896448135376,0,5a7ab1e955429931da12c95d,0.0,0,3,3,
0,0,8.209692001342773,0,5a79c8945542994bb945709e,0.0,0,3,2,
0,0,7.8074774742126465,0,5ac0805f5542992a796ded29,1.0,2,3,2,
0,0,7.831274747848511,0,5ab310bb554299233954fef9,0.5,1,3,2,
0,0.012903225806451615,7.838095188140869,0,5ade4801554299728e26c6ab,0.0,0,3,6,
0,0,13.210840225219727,1,5aba33985542994dbf0198c3,0.2857142857142857,2,6,7,
0,0,8.464396238327026,0,5ac3e01d5542997ea680c969,0.5,2,3,4,
0,0,8.023093938827515,0,5ab3a84b554299233954ff7b,0.5,1,3,2,
0,0,7.857280492782593,0,5ab8723c55429934fafe6dbc,0.2,1,3,5,
0,0,8.082081079483032,0,5a8ad2f3554299515336138d,0.0,0,3,3,
0,0,7.872177362442017,0,5a83a7e15542992ef85e2347,0.25,1,3,4,
0,0,7.85625433921814,0,5ab9625e55429970cfb8eaa9,0.3333333333333333,2,3,6,
0,0,8.064248085021973,0,5a77b1a75542992a6e59df8d,0.0,0,3,7,
0,0,7.857279062271118,0,5a8612d45542996432c5719b,0.0,0,3,2,
0,0,7.908726692199707,0,5a8f2fed55429918e830d1c7,0.2,1,3,5,
0,0.012820512820512818,7.883625268936157,0,5a78ce5d55429974737f78ac,0.3333333333333333,1,3,3,
0,0,7.844338417053223,0,5ae7f6be554299540e5a56db,0.0,0,3,4,
0,0,7.827996253967285,0,5a7bc5f255429927d897c03e,0.0,0,3,5,
0,0,7.996539831161499,0,5a88b513554299206df2b338,0.3333333333333333,1,3,3,
0,0,7.9168665409088135,0,5ac0e0c75542997d64295a6e,0.2,1,3,5,
0,0,7.907578468322754,0,5a7284c85542991f9a20c4c0,0.0,0,3,4,
0,0,7.975644826889038,0,5a7263e05542997f82783998,0.5,1,3,2,
0,0,7.8845555782318115,0,5ab96bf15542996be20204d8,0.2,1,3,5,
0,0,8.195016145706177,0,5addfdf65542992200553bd2,0.0,0,3,4,
0,0,7.890743732452393,0,5ac06e24554299294b218fd1,0.5,1,3,2,
0,0,7.84232497215271,0,5adc914d5542994ed6169b90,0.5,2,3,4,
0,0.022988505747126436,8.454810619354248,0,5addc79d5542995b365fab7b,0.25,2,3,8,
0,0,7.8844523429870605,0,5aba7a22554299232ef4a2e7,0.0,0,3,4,
0,0,7.8901262283325195,0,5ab6644655429954757d327d,0.0,0,3,9,
0,0,7.903461694717407,0,5a8edb7f55429917b4a5bdeb,0.0,0,3,6,
0,0,16.295379877090454,1,5a8e341c5542995085b373d6,0.25,1,6,4,
0,0,8.01532244682312,0,5ab931475542991b5579f12f,0.25,1,3,4,
0,0,8.006961822509766,0,5a731c205542994cef4bc45d,0.16666666666666666,1,3,6,
0,0,8.011045217514038,0,5a7b971255429927d897bff3,0.25,1,3,4,
0,0,7.943004608154297,0,5a8ced46554299441c6b9f82,0.5,1,3,2,
0,0,8.24485993385315,0,5a7c988755429935c91b524d,0.0,0,3,3,
0,0,7.9914116859436035,0,5ac175635542994ab5c67d4b,0.3333333333333333,2,3,6,
0,0,8.020848035812378,0,5a835b88554299123d8c2101,0.0,0,3,1,
0,0,8.04265546798706,0,5a7a1f795542996c55b2dd1b,0.0,0,3,6,
0,0,7.991606950759888,0,5abb7ff15542996cc5e4a015,0.0,0,3,3,
0,0,8.032838344573975,0,5a84b5ac5542991dd0999da4,0.2222222222222222,2,3,9,
0,0,7.980068206787109,0,5a88a5645542997e5c09a679,0.0,0,3,6,
0,0,8.235708475112915,0,5a8bba645542995e66a474e5,1.0,1,3,1,
0,0,8.986010313034058,0,5a73024f5542991f9a20c5fc,0.0,0,3,2,
0,0,7.997964859008789,0,5ab68a71554299710c8d1ec2,1.0,1,3,1,
0,0,8.067883968353271,0,5a78f18855429974737f7915,0.3333333333333333,1,3,3,
0,0,8.06075143814087,0,5abb729b5542993f40c73af4,0.25,1,3,4,
0,0,9.065017700195312,0,5ae490a85542995ad6573d9d,0.3333333333333333,1,3,3,
0,0,8.03122067451477,0,5a796bfd55429970f5fffeac,1.0,1,3,1,
0,0,8.019689798355103,0,5a7c6c9d554299683c1c6302,0.0,0,3,1,
0,0,8.026580333709717,0,5ac0fd56554299012d1db679,0.5,1,3,2,
0,0,7.6984782218933105,0,5a777ca855429949eeb29e6a,0.0,0,3,8,
0,0,8.248669385910034,0,5a909a1a55429916514e7506,0.0,0,3,4,
0,0,7.948403596878052,0,5a734ca85542994cef4bc51b,0.6666666666666666,2,3,3,
0,0,8.008806467056274,0,5a82028a554299676cceb1d6,0.6666666666666666,2,3,3,
0,0,8.060730457305908,0,5ac43ddf5542995c82c4ad08,1.0,2,3,2,
0,0,8.041184425354004,0,5ae644cc55429908198fa568,0.0,0,3,4,
0,0,7.9764463901519775,0,5adfec5f55429942ec259b8d,0.1111111111111111,1,3,9,
0,0,8.037176609039307,0,5a749e1855429979e28829c3,0.3333333333333333,1,3,3,
0,0,8.070010662078857,0,5ae31ca155429928c4239608,0.0,0,3,4,
0,0,8.015964269638062,0,5a79cabc5542994f819ef0a1,0.3333333333333333,1,3,3,
0,0,7.978151321411133,0,5a77a3a355429967ab105211,0.0,0,3,1,
0,0,7.960239410400391,0,5ae55ec855429908b63265f5,0.0,0,3,6,
0,0,7.9521262645721436,0,5ae14b0655429920d52343a6,0.0,0,3,4,
0,0,8.199306011199951,0,5a74f8235542993748c89766,0.14285714285714285,2,3,14,
0,0,7.962783336639404,0,5adf8a065542992d7e9f9392,0.0,0,3,9,
0,0,7.985655069351196,0,5a7a0201554299029c4b5f9e,1.0,1,3,1,
0,0,8.012373924255371,0,5ac322c95542995ef918c117,0.0,0,3,3,
0,0,7.938726902008057,0,5abc184a5542993a06baf863,0.5,1,3,2,
0,0,7.989985942840576,0,5ae798ce55429952e35ea995,0.2,1,3,5,
0,0,8.019975185394287,0,5ae61e7555429929b0807adf,0.6,3,3,5,
0,0,9.02600622177124,0,5a71278c5542994082a3e5e2,0.0,0,3,2,
0,0,8.00509524345398,0,5ab91ef3554299753720f708,0.2,1,3,5,
0,0,8.129233837127686,0,5ae3376455429928c4239688,0.25,1,3,4,
0,0,7.977372884750366,0,5a8c7057554299653c1aa066,0.0,0,3,4,
0,0.01234567901234568,18.969833612442017,1,5a8e08ab5542995085b37393,0.0,0,6,4,
0,0,8.129492282867432,0,5ac19ff65542994d76dcce8f,0.0,0,3,3,
0,0,8.08173394203186,0,5ab88c075542991b5579efbe,0.5,1,3,2,
0,0,8.036383628845215,0,5a7438ec55429979e28828b8,0.14285714285714285,1,3,7,
0,0,8.098966598510742,0,5a7663665542992d0ec060d3,1.0,1,3,1,
0,0,8.1170072555542,0,5a737d3c55429908901be2c8,0.0,0,3,3,
0,0,8.0562584400177,0,5a75e16055429976ec32bc6a,0.25,1,3,4,
0,0,8.097338438034058,0,5ab46d195542991751b4d76a,0.0,0,3,3,
0,0,8.0640287399292,0,5ae1d32a554299492dc91b9c,0.3333333333333333,1,3,3,
0,0,8.072150230407715,0,5ac4edf155429924173fb4e3,0.0,0,3,5,
0,0,15.306069612503052,1,5a861ea85542994775f60700,0.3333333333333333,1,6,3,
0,0,161.18940544128418,5,5ae0aabc55429945ae9593fe,1.0,1,15,1,
0,0,34.75780439376831,5,5a7c4e655542990527d55489,0.3333333333333333,1,18,3,
,,,,5a7e058f5542995f4f402390,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,33.39032292366028,5,5a7ef6b35542994959419a94,0.4,2,18,5,
0,0,36.05088973045349,5,5adcf8155542990d50227d6a,0.0,0,18,5,
0,0,35.68980884552002,5,5a778d7855429967ab1051fa,0.3333333333333333,2,18,6,
0,0,33.748852252960205,5,5ae26b5f5542992decbdccf8,0.6666666666666666,2,18,3,
0,0,35.41986536979675,5,5a8ba3ff55429971feec4744,0.6666666666666666,2,16,3,
0,0,31.7751202583313,5,5a85fc995542996432c5715f,0.6666666666666666,2,18,3,
0,0,0.27834010124206543,0,5a8efb5a55429918e830d172,,,,,
,,,,5a7cd66a554299452d57ba90,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,30.705408334732056,5,5ac0dcf25542996f0d89cc2c,0.0,0,18,8,
0,0,36.615416526794434,5,5ab9d0b755429955dce3ed8f,0.2,1,18,5,
0,0,33.26175856590271,5,5a90cb205542995651fb51fe,0.0,0,18,6,
0,0,33.33242344856262,5,5ae198bf5542997b2ef7d20d,0.3333333333333333,1,18,3,
0,0,32.79439401626587,5,5ab36c3f55429969a97a8146,0.4,2,18,5,
0,0,34.40873980522156,5,5ab278745542997061209617,0.0,0,18,3,
0,0,11.365371227264404,1,5ae3dcc05542991a06ce9a33,0.3333333333333333,1,6,3,
0,0,33.439120292663574,5,5a75639255429916b01642f7,0.0,0,18,5,
0,0,34.354559659957886,5,5a7619765542992db9473728,0.0,0,18,10,
0,0,33.11203670501709,5,5ae76e615542997ec2727647,0.0,0,18,3,
0,0,38.38626027107239,5,5ac3d9135542995c82c4ac4c,0.2,1,18,5,
0,0,35.964834213256836,5,5a85441f5542997175ce1faa,0.3333333333333333,1,18,3,
0,0,35.32326626777649,5,5a82accd55429966c78a6a78,0.14285714285714285,1,18,7,
0,0,34.46846795082092,5,5ae1847e55429920d52343ee,0.0,0,18,2,
0,0,33.40688943862915,5,5a7b581a5542992d025e6815,0.3333333333333333,1,18,3,
0,0,36.032567739486694,5,5a72f45a5542992359bc31e6,0.25,1,18,4,
0,0.16,0.7357711791992188,1,5a74d4f355429974ef308c79,0.0,0,3,3,
0,0,36.33615827560425,5,5ab9d02155429970cfb8ebb0,0.0,0,18,6,
0,0,35.939555168151855,5,5ab71a6a5542991d3222377c,0.0,0,18,4,
0,0,36.04867362976074,5,5a7dab795542990b8f503a22,0.0,0,18,4,
0,0,35.00602912902832,5,5a779fd95542997042120ab5,0.0,0,18,4,
0,0,33.85638213157654,5,5a78d9c455429970f5fffda7,0.3333333333333333,2,18,6,
0,0,29.554776906967163,5,5a719bf25542994082a3e891,0.0,0,18,1,
0,0,34.23876619338989,5,5adf37955542993a75d2642e,0.0,0,18,3,
0,0,40.36614418029785,5,5ab70f79554299110f219aa9,0.0,0,18,11,
0,0,37.68929362297058,5,5ae236b2554299495565da3e,0.3333333333333333,1,18,3,
0,0.049999999999999996,99.71756601333618,5,5ae3599b5542992e3233c39d,0.5,1,18,2,
0,0,37.326454877853394,5,5ae1f8235542997f29b3c1cf,0.5,1,18,2,
0,0,38.39382982254028,5,5ae7bdc05542993210983f29,0.0,0,15,3,
0,0,18.22857904434204,2,5a7ef49a5542994959419a91,0.0,0,9,7,
0,0,35.535725593566895,5,5a8f1672554299458435d558,0.0,0,18,5,
0,0,35.898035764694214,5,5a835e215542992ef85e2296,0.0,0,18,5,
,,,,5adffc8d55429925eb1afbc6,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,35.36487293243408,5,5ae1e1e55542997f29b3c15e,0.0,0,18,5,
0,0,37.99720287322998,5,5ab27f7b554299722f9b4d4f,0.3333333333333333,1,18,3,
0,0,36.92420291900635,5,5ae30aa05542992decbdcdd7,0.0,0,18,5,
0,0,37.112969398498535,5,5ab502ae5542991779162d4c,0.25,1,18,4,
0,0,18.313422203063965,2,5ac1b6845542994d76dccecb,0.5,1,9,2,
0,0,37.005504846572876,5,5a7323ef5542994cef4bc477,0.0,0,18,5,
0,0,34.865859031677246,5,5adcfba05542990d50227d83,0.0,0,18,8,
0,0,31.875303268432617,5,5a72239a55429971e9dc92cf,0.25,1,18,4,
0,0,32.75455093383789,5,5ab521575542996a3a96a02e,0.0,0,18,3,
0,0,32.29339051246643,5,5ab6c4e055429953192ad386,0.16666666666666666,1,18,6,
0,0,32.3489785194397,5,5a7c0dab5542997c3ec972d2,0.3333333333333333,1,18,3,
,,,,5abccb235542996583600497,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,30.91090679168701,5,5a8b9cd65542997f31a41d8b,1.0,1,18,1,
0,0,31.839797258377075,5,5a8ce584554299585d9e375c,1.0,1,18,1,
0,0,25.615435123443604,4,5ab6c47e55429954757d3368,0.0,0,15,4,
0,0,4.9015796184539795,0,5a7211e655429971e9dc923c,0.2,1,3,5,
0,0,31.377020359039307,5,5ae114f155429901ffe4ad5c,0.0,0,18,2,
